overall_rank,index,merchant_abn,name,tags,tag,numd_sa2_code,returning_customers,unique_customers,median_weekly_income,commission_avg_tot_dollar_value_monthly,avg_num_order_id_monthly,avg_discounted_value,stddev_tot_dollar_value_monthly,rate_fraud_order,stddev_tot_discounted_value_daily,minmax_numd_sa2_code,minmax_returning_customers,minmax_unique_customers,minmax_median_weekly_income,minmax_commission_avg_tot_dollar_value_monthly,minmax_avg_num_order_id_monthly,minmax_avg_discounted_value,minmax_stddev_tot_dollar_value_monthly,minmax_rate_fraud_order,minmax_stddev_tot_discounted_value_daily,average_minmax
3344,3114,99272161508,Mauris Molestie Inc.,"[(hobby, toy and game shops), (a), (take rate: 5.62)]","hobby, toy and game shops",89.0,0.0,68.0,804.269304388422,209.28305330498657,3.238095238095238,1049.1696023200461,2511.281894864908,0.08275934078375609,396.5567781711777,0.9603782080144079,1.0,0.997217607973422,0.9031284938581814,0.9929631217682967,0.9997634897778891,0.43657091994052766,0.018292254152031527,0.47538135895750283,0.0862809091455249,0.6869976363587785
3345,2983,53599011106,Sed Dictum Inc.,"[(bicycle shops - sales And service), (a), (take rate: 6.86)]",bicycle shops - sales and service,93.0,0.0,64.0,831.2595977373321,104.82045385582023,3.0476190476190474,461.82586842338367,1429.2137913011447,0.07135013153466964,202.64783675272562,0.9585772174696083,1.0,0.9973837209302325,0.8960384504711524,0.9964755446830166,0.9997774021438957,0.7546926705071986,0.010410436981020585,0.2128208084082298,0.0440911378996822,0.6870267389494037
3346,2838,89687562876,Mattis Cras Eget Company,"[[artist supply and craft shops], [a], [take rate: 6.25]]",artist supply and craft shops,70.0,0.0,52.0,798.9053274946212,124.89490911450498,2.4761904761904763,740.9259379690078,1516.023971865595,0.07654864840033554,259.1222630105708,0.9689329131022062,1.0,0.9978820598006645,0.9045375496402893,0.9958005664896448,0.9998191392419151,0.6035242871857637,0.011042764992111547,0.33245446754181185,0.05637857089596161,0.6870372318890369
3347,2203,32350997564,Donec Vitae Corporation,"((lawn and garden supply outlets, including nurseries), (a), (take rate: 6.74))","lawn and garden supply outlets, including nurseries",8.0,0.0,7.0,823.342857142857,16.821126583659254,0.3333333333333333,689.8248925196485,499.92195865413817,0.07618737086861117,79.47415678183596,0.9968482665466006,1.0,0.9997508305647841,0.8981180882717897,0.9994344108726435,0.9999756533594886,0.6312020388939267,0.0036414468413848945,0.3241403744649207,0.017291603316766036,0.6870402713132305
3348,349,33765505000,Ut Nulla Associates,"((tent and awning shops), (c), (take rate: 1.58))",tent and awning shops,55.0,0.0,32.0,793.1701085372961,20.174124556494224,1.5238095238095237,768.7300979461061,1102.0521121463996,0.07736319254616095,197.940470716375,0.9756866276452049,1.0,0.9987126245847177,0.9060441264942674,0.9993216705524246,0.9998887010719478,0.5884647785292765,0.008027381300915057,0.3511996018193457,0.04306693192552084,0.6870412443923621
3349,3475,70306626982,Posuere Cubilia Curae Institute,"[(bicycle shops - sales and service), (a), (take rate: 6.85)]",bicycle shops - sales and service,28.0,0.0,22.0,840.8090909090909,45.34485461154922,1.0476190476190477,580.6779320189822,770.2606101144894,0.07363316036258073,138.9805521787904,0.9878433138226024,1.0,0.9991279069767441,0.8935299071205245,0.9984753365583272,0.9999234819869641,0.6903190774177637,0.005610601849328051,0.2653602344884549,0.03023871751942896,0.6870428577740139
3350,3305,92594285117,Donec Foundation,"[(computer programming , data Processing, and integrated systems design services), (a), (take rate: 6.17)]","computer programming , data processing, and integrated systems design services",70.0,0.0,49.0,789.2931324910917,31.16676751140231,2.3333333333333335,201.97393472887876,435.55830520618343,0.06581499968588625,63.247879549453515,0.9689329131022062,1.0,0.9980066445182725,0.9070625640496773,0.9989520568226137,0.9998295735164201,0.8954357265139465,0.003172620020536651,0.08544061633262648,0.013761168259990995,0.687059388313629
3351,2429,32262357239,Nam Porttitor Scelerisque Corporation,"[[motor vehicle supplies and new parts], [a], [take rate: 6.43]]",motor vehicle supplies and new parts,105.0,0.0,75.0,810.7960366610689,222.1357549319331,3.5714285714285716,884.167057198125,2216.790874596257,0.07996122792349394,338.98201226359004,0.9531742458352094,1.0,0.9969269102990034,0.9014139954497951,0.9925309659158806,0.9997391431373777,0.5259409012186065,0.016147172550774247,0.4109882851650964,0.07375406956089643,0.687061568913264
3352,2226,41081871148,Sem Consequat Institute,"[[music shops - musical instruments, pianos, and sheet music], [c], [take rate: 1.90]]","music shops - musical instruments, pianos, and sheet music",118.0,0.0,58.0,754.1843332965872,33.98141228154514,2.761904761904762,596.0368788537678,1797.4914660035915,0.07362959759112433,232.4586420211902,0.9473210265646106,1.0,0.9976328903654486,0.9162852466762661,0.9988574179486092,0.9997982706929054,0.6820002433654673,0.013092982830593056,0.2652782442983681,0.05057722897795158,0.6870843551720219
3353,2589,89175693833,Justo Sit Associates,"[(stationery, officE supplies and printing and writing paper), (b), (take rate: 4.24)]","stationery, office supplies and printing and writing paper",148.0,0.0,93.0,783.0722080824789,70.01998461748512,4.428571428571429,345.23285180995464,1082.0059781973061,0.06960239080587025,167.84697871161637,0.9338135974786133,1.0,0.9961794019933555,0.9086967302069071,0.9976456664896753,0.9996765374903483,0.8178427007336874,0.007881364647941013,0.17259998696894382,0.03651933523203209,0.6870855321241504
3354,2939,37440780757,Ante Iaculis Nec Corp.,"[(lawn and garden supply outlets, including nurseries), (c), (take rate: 3.01)]","lawn and garden supply outlets, including nurseries",116.0,0.0,79.0,803.4206863823816,53.57715301028538,3.761904761904762,436.2338751677264,1487.3369944081583,0.0708131398230419,205.79949584498434,0.9482215218370104,1.0,0.9967607973421927,0.9033514161659927,0.998198535926436,0.9997252307713711,0.7685540079577017,0.010833808170665876,0.20046299847002869,0.04477686066818689,0.6870885177309587
3355,295,15010840269,Elit Erat Ltd,"[[hObby, toy and game shops], [a], [take rate: 6.79]]","hobby, toy and game shops",37.0,0.0,10.0,708.7277823275862,41.53878331837903,0.47619047619047616,1169.069613946711,818.4211120243733,0.08593877504222727,158.85837714251377,0.9837910850968032,1.0,0.9996262458471761,0.9282261661182524,0.9986033108964701,0.9999652190849837,0.37162972896435953,0.005961404418655851,0.5485497960607365,0.03456363870124604,0.6870916595188684
3356,1815,40751557554,Nisi Cum Industries,"((Artist supply and craft shopS), (b), (take rate: 4.48))",artist supply and craft shops,70.0,0.0,33.0,791.7528236914601,63.76343264117323,1.5714285714285714,831.1059733311112,1085.258499678307,0.07913691082018057,204.84651445443427,0.9689329131022062,1.0,0.998671096345515,0.9064164311194471,0.9978560351445299,0.9998852229804461,0.55468026441016,0.00790505611391585,0.3920182454587537,0.04456951557840019,0.6870934780253374
3357,3983,86340649164,Est Corp.,"[[bicycle shops - sales and service], [b], [take rate: 3.11]]",bicycle shops - sales and service,293.0,0.0,214.0,766.7333975022947,334.6816828659081,10.238095238095237,960.0459653239925,4782.236708651575,0.0820633658933207,603.2796598515623,0.8685276902296263,1.0,0.9911544850498338,0.9129887500974814,0.9887467512943972,0.9992522103271493,0.4848427678922441,0.034833958492953315,0.45936486329932924,0.13125867564550175,0.6870970152328517
3358,2359,97638827169,Rutrum PC,"([telecom], [b], [take rate: 3.32])",telecom,16.0,0.0,11.0,726.4805194805194,19.47713105045696,0.5238095238095238,1023.5297133440432,842.1846536327052,0.08230306598147084,155.41147611040773,0.9932462854570013,1.0,0.9995847176079734,0.9235627237826802,0.999345106078392,0.999961740993482,0.45045819904924833,0.00613449878274968,0.46488109021193946,0.03381367861695168,0.6870988040580419
3359,4011,95475413965,Nisl Quisque Fringilla LLP,"[[hobby, toy and game shops], [a], [take rate: 6.92]]","hobby, toy and game shops",67.0,0.0,41.0,763.5342042104237,131.86504153027053,1.9523809523809523,892.9020010997107,1210.535472038257,0.07975104519594715,261.6774643915148,0.9702836560108059,1.0,0.9983388704318937,0.9138291418245973,0.9955662045941447,0.9998573982484331,0.5212098119352687,0.008817577413293316,0.4061513423537397,0.05693451927544583,0.6870988522087623
3360,2280,63735907565,Vel Associates,"((bicycle shops - sales and service), (c), (take rate: 1.55))",bicycle shops - sales and service,127.0,0.0,73.0,776.9161875545105,38.194365015175705,3.4761904761904763,652.1494604579101,1923.1874809711378,0.0749226876111562,281.82369735677906,0.9432687978388113,1.0,0.9970099667774086,0.9103138468521583,0.9987157627361383,0.9997460993203809,0.6516081038762163,0.014008556449144388,0.29503617231573015,0.06131783937431505,0.6871025145540304
3361,3823,25035618251,Cursus Diam Associates,"[[lawn and garden supply outlets, including nUrseries], [a], [take rate: 6.97]]","lawn and garden supply outlets, including nurseries",159.0,0.0,102.0,782.0633471191306,392.10530808747393,4.857142857142857,1055.8625819493661,3571.1625080026333,0.08344493886245159,463.7575103905862,0.9288608734804142,1.0,0.9958056478405316,0.9089617465188513,0.9868159544528666,0.9996452346668336,0.43294581546880617,0.02601245696397798,0.49115905266683935,0.100902120004346,0.6871108902063467
3362,1683,81103556310,In Nec Institute,"[(tent and awning shops), (b), (take rate: 4.71)]",tent and awning shops,178.0,0.0,108.0,785.6381138883995,269.4790552555936,5.190476190476191,1006.8292308433922,3205.172372238995,0.08267022350061665,462.03462386967647,0.9203061683926159,1.0,0.9955564784053156,0.908022695906656,0.9909391072622368,0.9996208880263222,0.4595036462410794,0.023346573618020464,0.4733304996548372,0.10052726267353901,0.6871153320180623
3363,2854,95613237079,At Pretium LLP,"[(equipment, tool, furniture, and appliance rent al and leasing), (b), (take rate: 4.25)]","equipment, tool, furniture, and appliance rent al and leasing",23.0,0.0,14.0,749.1999999999999,24.55179495584782,0.6666666666666666,794.3000749235032,642.558609617657,0.07755148592278867,138.62150175558278,0.990094552003602,1.0,0.9994601328903654,0.9175945743990656,0.9991744769165697,0.9999513067189771,0.5746153657092357,0.004680416570810533,0.3555328041958482,0.03016059706190884,0.6871264226466384
3364,976,98065308169,Magna A Corp.,"[[computer programming , data processing, and inTegrated systems design services], [b], [take rate: 3.62]]","computer programming , data processing, and integrated systems design services",89.0,0.0,53.0,763.1392212388737,22.248439711345974,2.5238095238095237,226.9007098856629,470.82351646814425,0.06633487245171767,79.53617145236248,0.9603782080144079,1.0,0.9978405315614618,0.9139328993632512,0.9992519243263047,0.9998156611504135,0.8819346897424312,0.0034294928982681145,0.09740446734387861,0.017305096169360976,0.6871292970569779
3365,588,36105169298,Amet Diam Company,"[[bicycle shops - sales and service], [a], [take rate: 6.63]]",bicycle shops - sales and service,24.0,0.0,15.0,774.1314814814815,41.87756742197014,0.7142857142857143,809.6350722761367,880.6527803533809,0.07809020064887214,147.12387846851064,0.989644304367402,1.0,0.9994186046511628,0.9110453574964729,0.9985919197090511,0.9999478286274756,0.5663095033645574,0.006414701794672005,0.3679302659288602,0.032010503136071296,0.6871312989075725
3366,3491,75987403052,Phasellus Limited,"((hobby, toy and game shops), (c), (take rate: 2.18))","hobby, toy and game shops",22.0,0.0,10.0,778.5202380952381,10.463635437237627,0.47619047619047616,924.573383473896,571.887135771554,0.08106251657561511,124.65058969138448,0.9905447996398019,1.0,0.9996262458471761,0.9098924810010456,0.9996481734795531,0.9999652190849837,0.5040557077501462,0.004165643393201531,0.4363322812740076,0.027120873469110032,0.6871351424939026
3367,3634,41686800806,Mus Aenean Consulting,"[[art dealers and galleries], [a], [take rate: 6.72]]",art dealers and galleries,12.0,0.0,7.0,847.9047619047618,26.87024238723408,0.3333333333333333,1094.789462559073,701.760544915079,0.08566258635686273,122.61312915179525,0.995047276001801,1.0,0.9997508305647841,0.8916659549741347,0.9990965220511201,0.9999756533594886,0.41186193104306634,0.005111645278733355,0.5421938557232762,0.02667757264213991,0.6871381241638544
3368,228,81271508783,Auctor Mauris PC,"((lawn and garden supply outlets, including nurseries), (a), (take rate: 6.94))","lawn and garden supply outlets, including nurseries",20.0,0.0,13.0,761.3758741258741,38.62073715460336,0.6190476190476191,824.499728576973,1028.0716340544345,0.07810414802153054,153.8277400789345,0.9914452949122017,1.0,0.9995016611295681,0.9143961106139011,0.9987014265116846,0.9999547848104788,0.5582583908539642,0.007488505235143944,0.36825123732696124,0.03346909697779218,0.6871466508371696
3369,1467,99358609752,Egestas Nunc Consulting,"([antique shops - sales, repairs, and reStoratIon servicEs], [c], [take rate: 2.62])","antique shops - sales, repairs, and restoration services",17.0,0.0,7.0,791.6785714285714,8.64763659263299,0.3333333333333333,905.965778422479,613.4730204027055,0.08081287616533565,108.86978257459054,0.9927960378208014,1.0,0.9997508305647841,0.9064359363452207,0.9997092341461318,0.9999756533594886,0.5141341057157427,0.004468556249128048,0.4305872973639641,0.023687361649273205,0.6871545013214534
3370,3946,69058858940,Blandit PC,"[[music shops - musical instruments, pianos, and sheet music], [a], [take rate: 5.85]]","music shops - musical instruments, pianos, and sheet music",151.0,0.0,94.0,821.2188144422186,178.04252565141397,4.476190476190476,625.2995530407671,1852.0312790110395,0.0754046505751127,297.9881402559474,0.9324628545700135,1.0,0.9961378737541529,0.8986760501549286,0.9940135450372652,0.9996730593988467,0.6661507627268126,0.013490252497123335,0.3061276036671983,0.06483482081541689,0.6871566822621757
3371,1825,43551786225,In Mi Consulting,"[(motor vehicle supplies and new partS), (a), (take rate: 6.36)]",motor vehicle supplies and new parts,89.0,0.0,61.0,791.1360219863047,72.62329645447048,2.9047619047619047,364.76498627211424,829.867372450918,0.06939237927504013,132.23846141832405,0.9603782080144079,1.0,0.9975083056478405,0.9065784579190158,0.9975581334185226,0.9997878364184005,0.8072635518489577,0.006044779329788223,0.16776698391390168,0.028771805963819196,0.6871658062474655
3372,3764,94631077822,Eu Augue Company,"[(music shops - musical instruments, pianos, and sheet music), (c), (take rate: 2.77)]","music shops - musical instruments, pianos, and sheet music",205.0,0.0,138.0,755.6009622471162,173.7025313751438,6.571428571428571,874.4041503343841,3571.104999758703,0.0797140655709389,446.51774167956074,0.9081494822152184,1.0,0.9943106312292359,0.9159131143473309,0.9941594718610864,0.9995200233727749,0.5312287639178603,0.02601203807216979,0.4053003288882752,0.09715117436497081,0.6871745028268924
3373,105,41333655501,Leo Elementum LLP,"[(boOks, periodicals,  and newspapers), (c), (take rate: 1.70)]","books, periodicals,  and newspapers",97.0,0.0,62.0,773.7537867598353,11.08022267296788,2.9523809523809526,205.71142397456885,476.0338702263086,0.06607839891592297,85.58257225463254,0.9567762269248087,1.0,0.9974667774086379,0.9111445736083138,0.999627441512829,0.9997843583268988,0.893411398079088,0.003467445274447477,0.0915022324659474,0.01862064286278529,0.6871801096463757
3374,3954,75178170066,Sit Amet Diam Corporation,"([equipment, tool, furniture, and appliance rent al and leasing], [c], [take rate: 1.83])","equipment, tool, furniture, and appliance rent al and leasing",15.0,0.0,15.0,808.1066666666667,11.604815279021969,0.7142857142857143,811.6099436282954,806.9508021242559,0.07830855586469118,151.39957873977875,0.9936965330932013,1.0,0.9994186046511628,0.9021204623895053,0.9996098027492896,0.9999478286274756,0.5652398579500663,0.00587785433042221,0.372955282512314,0.032940789357227586,0.6871807015660665
3375,311,23322235350,Dui Incorporated,"((stationery, office supPlies and printiNg and writing paper), (a), (take rate: 5.66))","stationery, office supplies and printing and writing paper",70.0,0.0,39.0,842.83474801061,49.11817816390304,1.8571428571428572,432.27706751577995,779.4720371649032,0.07117883325626975,128.7133406099359,0.9689329131022062,1.0,0.998421926910299,0.8929977900163732,0.9983484633215916,0.9998643544314364,0.7706971253594007,0.005677698165776481,0.20887871485004408,0.028004827198260817,0.6871823813355389
