POA_CODE_2021,M_0_4_yrs_Need_for_assistance,M_0_4_No_need_for_assistance,M_0_4_Need_for_assistance_ns,M_0_4_yrs_Tot,M_5_14_Need_for_assistance,M_5_14_No_need_for_assistance,M_5_14_Need_for_assistance_ns,M_5_14_yrs_Tot,M_15_19_Need_for_assistance,M_15_19_No_need_for_assistnce,M_15_19_Need_for_assistnce_ns,M_15_19_yrs_Tot,M_20_24_Need_for_assistance,M_20_24_No_need_for_assistnce,M_20_24_Need_for_assistnce_ns,M_20_24_yrs_Tot,M_25_34_Need_for_assistance,M_25_34_No_need_for_assistnce,M_25_34_Need_for_assistnce_ns,M_25_34_yrs_Tot,M_35_44_Need_for_assistance,M_35_44_No_need_for_assistnce,M_35_44_Need_for_assistnce_ns,M_35_44_yrs_Tot,M_45_54_Need_for_assistance,M_45_54_No_need_for_assistnce,M_45_54_Need_for_assistnce_ns,M_45_54_yrs_Tot,M_55_64_Need_for_assistance,M_55_64_No_need_for_assistnce,M_55_64_Need_for_assistnce_ns,M_55_64_yrs_Tot,M_65_74_Need_for_assistance,M_65_74_No_need_for_assistnce,M_65_74_Need_for_assistnce_ns,M_65_74_yrs_Tot,M_75_84_Need_for_assistance,M_75_84_No_need_for_assistnce,M_75_84_Need_for_assistnce_ns,M_75_84_yrs_Tot,M_85_over_Need_for_assistance,M_85_ov_No_need_for_assistnce,M_85_ov_Need_for_assistnce_ns,M_85_yrs_over_Tot,M_Tot_Need_for_assistance,M_Tot_No_need_for_assistance,M_Tot_Need_for_assistance_ns,M_Tot_Tot,F_0_4_yrs_Need_for_assistance,F_0_4_No_need_for_assistance,F_0_4_Need_for_assistance_ns,F_0_4_yrs_Tot,F_5_14_Need_for_assistance,F_5_14_No_need_for_assistance,F_5_14_Need_for_assistance_ns,F_5_14_yrs_Tot,F_15_19_Need_for_assistance,F_15_19_No_need_for_assistnce,F_15_19_Need_for_assistnce_ns,F_15_19_yrs_Tot,F_20_24_Need_for_assistance,F_20_24_No_need_for_assistnce,F_20_24_Need_for_assistnce_ns,F_20_24_yrs_Tot,F_25_34_Need_for_assistance,F_25_34_No_need_for_assistnce,F_25_34_Need_for_assistnce_ns,F_25_34_yrs_Tot,F_35_44_Need_for_assistance,F_35_44_No_need_for_assistnce,F_35_44_Need_for_assistnce_ns,F_35_44_yrs_Tot,F_45_54_Need_for_assistance,F_45_54_No_need_for_assistnce,F_45_54_Need_for_assistnce_ns,F_45_54_yrs_Tot,F_55_64_Need_for_assistance,F_55_64_No_need_for_assistnce,F_55_64_Need_for_assistnce_ns,F_55_64_yrs_Tot,F_65_74_Need_for_assistance,F_65_74_No_need_for_assistnce,F_65_74_Need_for_assistnce_ns,F_65_74_yrs_Tot,F_75_84_Need_for_assistance,F_75_84_No_need_for_assistnce,F_75_84_Need_for_assistnce_ns,F_75_84_yrs_Tot,F_85_over_Need_for_assistance,F_85_ov_No_need_for_assistnce,F_85_ov_Need_for_assistnce_ns,F_85_yrs_over_Tot,F_Tot_Need_for_assistance,F_Tot_No_need_for_assistance,F_Tot_Need_for_assistance_ns,F_Tot_Tot,P_0_4_yrs_Need_for_assistance,P_0_4_No_need_for_assistance,P_0_4_Need_for_assistance_ns,P_0_4_yrs_Tot,P_5_14_Need_for_assistance,P_5_14_No_need_for_assistance,P_5_14_Need_for_assistance_ns,P_5_14_yrs_Tot,P_15_19_Need_for_assistance,P_15_19_No_need_for_assistnce,P_15_19_Need_for_assistnce_ns,P_15_19_yrs_Tot,P_20_24_Need_for_assistance,P_20_24_No_need_for_assistnce,P_20_24_Need_for_assistnce_ns,P_20_24_yrs_Tot,P_25_34_Need_for_assistance,P_25_34_No_need_for_assistnce,P_25_34_Need_for_assistnce_ns,P_25_34_yrs_Tot,P_35_44_Need_for_assistance,P_35_44_No_need_for_assistnce,P_35_44_Need_for_assistnce_ns,P_35_44_yrs_Tot,P_45_54_Need_for_assistance,P_45_54_No_need_for_assistnce,P_45_54_Need_for_assistnce_ns,P_45_54_yrs_Tot,P_55_64_Need_for_assistance,P_55_64_No_need_for_assistnce,P_55_64_Need_for_assistnce_ns,P_55_64_yrs_Tot,P_65_74_Need_for_assistance,P_65_74_No_need_for_assistnce,P_65_74_Need_for_assistnce_ns,P_65_74_yrs_Tot,P_75_84_Need_for_assistance,P_75_84_No_need_for_assistnce,P_75_84_Need_for_assistnce_ns,P_75_84_yrs_Tot,P_85_over_Need_for_assistance,P_85_ov_No_need_for_assistnce,P_85_ov_Need_for_assistnce_ns,P_85_yrs_over_Tot,P_Tot_Need_for_assistance,P_Tot_No_need_for_assistance,P_Tot_Need_for_assistance_ns,P_Tot_Tot
POA6572,0,5,0,5,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,7,0,0,0,4,0,0,0,0,0,0,0,0,3,29,0,29,0,0,0,0,0,4,0,12,0,0,0,3,0,0,0,0,0,4,0,4,0,4,0,6,0,0,0,4,0,6,0,6,0,3,0,3,0,0,0,0,0,0,0,0,0,22,3,33,0,5,0,5,0,10,0,16,0,0,0,3,0,0,0,0,0,5,0,5,0,6,0,6,0,5,4,8,0,14,0,14,0,5,0,4,0,0,0,0,0,0,0,0,0,54,11,61
POA6574,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,8,0,8,0,10,0,10,0,0,0,0,0,3,0,3,0,0,0,0,0,28,0,28,0,0,0,0,0,0,0,0,0,4,0,3,0,5,0,9,0,3,0,3,0,8,0,8,0,5,0,5,0,3,0,3,0,4,0,4,0,3,0,3,0,0,0,0,0,29,0,35,0,3,0,3,0,4,0,4,0,4,0,3,0,5,0,4,0,15,0,15,0,3,0,3,0,7,0,7,0,11,0,11,0,8,0,8,0,0,0,0,0,0,0,0,0,64,0,64
POA6575,0,0,0,0,0,11,3,11,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,4,0,10,3,13,0,13,0,13,0,6,0,4,0,5,0,5,0,0,0,0,0,51,7,55,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,3,0,6,0,5,0,5,0,11,4,8,0,5,0,5,0,7,0,6,0,7,3,9,0,0,0,0,0,38,10,46,0,6,0,6,0,14,3,14,0,0,0,0,0,3,0,3,0,8,0,5,0,11,0,11,0,18,3,26,0,13,0,15,0,11,0,15,0,10,4,14,0,0,0,0,0,89,14,101
POA6603,0,38,4,42,7,66,4,78,0,15,3,22,0,22,5,27,0,64,10,75,3,62,7,73,4,57,14,75,4,72,10,80,5,70,3,84,0,29,5,35,0,4,0,4,22,511,54,591,0,23,6,25,0,63,0,75,0,15,0,19,0,20,5,30,0,51,0,56,4,65,6,74,0,46,3,55,4,66,10,78,3,62,7,76,6,18,0,28,8,5,0,11,37,443,34,519,0,60,7,64,3,134,6,147,0,34,3,38,0,45,7,47,0,118,11,128,4,124,12,143,9,112,17,128,8,131,14,156,14,130,16,155,6,55,6,67,10,6,0,21,61,953,90,1110
POA6605,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,9,4,8,0,5,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,18,5,25,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,15,0,0,0,0,0,0,0,8,0,3,0,3,0,5,0,6,0,3,0,7,0,0,0,0,0,10,3,10,0,6,5,8,0,0,0,3,0,0,0,0,0,0,0,0,0,30,9,41
POA6606,0,3,0,3,0,3,0,7,0,0,0,0,0,4,0,4,0,5,0,5,0,9,0,9,0,6,0,8,4,12,0,14,3,14,0,18,0,3,0,6,0,0,0,0,7,62,4,75,0,8,0,8,0,9,0,9,0,0,0,0,0,0,0,0,0,7,0,7,0,6,0,14,0,9,0,9,0,8,0,8,0,9,0,9,0,3,0,3,0,3,0,3,0,59,0,58,0,8,0,8,0,12,0,10,0,0,0,0,0,4,0,4,0,13,0,13,0,15,0,17,0,18,0,17,4,21,0,24,3,19,0,27,0,11,0,12,0,3,0,3,8,121,8,133
POA6608,0,3,0,3,0,14,3,14,0,3,0,3,0,3,0,3,0,10,0,10,0,9,0,9,0,8,4,6,0,10,7,23,0,5,0,15,0,0,0,0,0,0,0,0,0,65,18,77,0,8,0,8,0,8,0,13,0,0,0,0,0,0,0,0,0,5,0,12,0,5,4,13,0,7,4,12,0,10,3,8,0,5,3,6,0,0,0,6,0,0,0,0,6,49,16,69,0,10,0,10,0,21,3,22,0,3,0,6,0,7,0,9,0,13,0,16,0,11,4,19,0,17,8,19,0,15,11,25,0,13,0,16,0,0,0,5,0,0,0,0,6,112,33,150
POA6609,0,27,3,31,0,48,8,56,0,15,0,23,0,18,5,20,0,53,14,64,0,56,15,69,0,34,13,47,0,53,9,57,3,20,11,39,0,9,0,18,0,9,0,9,13,357,71,441,0,31,8,45,0,47,8,59,0,9,0,9,0,23,3,27,0,51,10,56,0,46,13,55,0,29,5,41,3,38,6,46,6,22,0,27,8,12,3,25,5,12,0,19,17,329,61,414,0,59,14,76,0,92,17,119,0,31,0,33,0,44,8,54,0,102,23,125,0,110,26,132,0,63,14,85,3,93,13,105,9,44,13,70,6,31,11,43,5,16,0,25,35,684,133,852
POA6612,0,0,4,5,0,8,0,11,0,0,0,0,0,6,0,6,0,3,4,7,0,14,0,16,0,10,0,10,0,11,3,19,0,11,0,11,0,4,0,0,0,0,0,0,0,66,11,80,0,9,3,12,0,12,0,14,0,0,0,0,0,3,0,3,0,11,0,9,0,7,0,7,0,0,0,0,0,10,0,13,0,9,0,9,0,3,0,8,0,4,0,4,3,61,14,78,0,7,7,14,0,19,5,21,0,0,0,0,0,6,0,6,0,9,3,16,0,24,3,26,0,12,0,12,3,22,8,26,0,19,0,19,0,4,4,9,0,9,0,12,3,125,30,162
POA6613,0,6,0,6,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,0,3,0,5,0,5,0,5,0,3,0,0,0,0,0,0,0,0,4,29,0,29,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,20,0,20,0,4,0,4,0,7,0,7,0,0,0,0,0,0,0,0,0,4,0,4,0,7,0,7,0,4,0,4,0,10,0,10,0,9,0,4,0,0,0,0,0,5,0,3,4,49,0,51
POA6614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,5,0,0,0,0,0,0,0,5,0,5,0,4,0,0,0,0,0,0,0,0,0,16,0,20
POA6616,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,3,0,4,4,10,0,5,0,10,0,0,0,0,0,0,0,0,0,17,11,28,0,0,0,3,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,5,4,5,0,7,0,5,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,31,0,0,0,5,0,0,6,6,0,3,0,3,0,0,0,0,0,0,0,0,0,5,3,12,0,10,0,8,0,5,4,10,0,3,7,13,0,0,0,0,0,0,0,0,0,30,22,61
POA6620,0,3,0,6,0,20,9,30,0,4,5,11,0,17,7,21,0,33,19,53,0,28,23,56,0,39,20,62,0,40,25,64,0,14,6,19,4,8,7,7,0,0,4,4,0,207,120,325,0,4,0,7,0,17,3,25,0,4,3,8,0,15,0,16,0,18,4,18,0,16,8,28,0,25,3,33,0,19,8,31,0,8,8,20,0,4,0,4,0,4,0,0,3,141,45,187,0,11,4,13,0,40,11,56,0,9,13,19,0,23,10,38,0,45,24,69,0,50,32,78,0,61,29,89,0,63,30,95,0,24,11,35,4,9,4,14,3,4,4,8,8,345,161,518
POA6623,0,15,0,16,3,30,21,52,0,8,13,23,0,10,0,10,0,19,3,25,0,23,3,34,0,22,0,30,4,35,6,40,6,33,8,42,4,9,3,15,0,5,3,12,15,204,66,286,0,18,3,18,0,31,16,46,0,10,11,18,0,10,0,12,0,26,0,25,0,22,7,26,0,26,6,30,0,33,5,37,3,27,18,46,4,10,4,15,0,0,3,12,8,213,66,289,0,35,3,34,3,63,37,98,0,17,23,38,0,13,0,19,0,44,9,49,0,50,12,58,5,47,4,56,4,65,9,77,9,54,26,89,5,18,10,30,3,12,8,22,27,419,131,575
POA6625,0,3,0,3,0,8,0,8,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,11,0,7,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,32,0,35,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,0,3,0,3,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,24,0,0,0,0,0,9,0,7,0,0,0,0,0,5,0,5,0,4,0,4,0,3,0,3,0,16,0,13,0,4,0,4,0,4,0,4,0,3,0,3,0,0,0,0,0,52,0,57
POA6627,0,0,0,0,0,5,0,5,0,0,0,5,0,4,0,8,0,3,0,3,0,0,0,0,0,9,0,9,0,6,0,6,0,3,0,3,0,3,0,3,0,0,0,0,0,29,3,34,0,0,0,0,0,4,0,4,0,4,0,4,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,4,0,0,5,0,0,0,0,4,22,0,24,0,3,0,3,0,9,0,9,0,5,0,7,0,4,0,8,0,6,0,6,0,9,0,9,0,7,0,7,0,11,0,11,0,3,0,4,4,0,0,3,0,0,0,0,5,50,3,57
POA6628,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,17,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,6,0,6,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,23
POA6630,0,13,6,16,0,22,10,27,0,5,4,10,0,3,0,10,0,16,5,25,0,25,4,30,0,23,10,38,0,38,6,43,6,19,4,31,0,7,6,11,0,6,0,6,13,186,52,249,0,12,7,22,0,21,12,34,0,10,0,10,0,12,6,17,0,19,7,24,0,21,3,25,0,26,5,34,5,25,9,34,0,23,5,30,0,3,0,8,0,0,0,5,14,171,54,232,0,24,8,36,0,40,17,62,0,14,0,16,0,13,7,24,0,35,8,52,3,46,12,60,3,51,15,74,4,62,18,83,9,41,8,61,4,15,0,20,0,4,0,3,28,350,104,482
POA6631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,0,4,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13
POA6632,0,0,0,0,0,12,0,12,0,4,0,4,0,0,0,0,0,0,0,0,0,5,0,5,0,6,0,6,0,0,0,0,0,0,0,5,0,3,0,4,0,0,0,0,0,35,0,36,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,8,0,3,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,30,0,27,0,0,0,0,0,19,0,19,0,9,0,9,0,0,0,0,0,3,0,3,0,15,0,16,0,9,0,9,0,0,0,0,0,4,0,5,0,3,0,4,0,0,0,0,6,62,0,63
POA6635,0,4,0,4,0,18,0,19,0,0,0,0,0,16,13,30,0,43,46,86,0,16,20,41,0,23,16,39,0,11,7,19,0,7,6,18,0,0,0,0,0,0,0,0,5,134,119,256,0,10,0,8,0,15,4,15,0,0,0,6,0,4,0,10,0,14,3,24,0,4,7,11,0,17,4,30,0,11,6,13,0,3,3,12,0,4,0,4,0,0,0,0,0,89,38,125,0,12,0,10,0,30,7,37,0,5,0,9,0,21,17,36,0,59,49,110,0,23,29,51,0,42,27,63,0,18,11,31,0,13,8,26,0,3,0,3,0,0,0,4,5,226,158,379
POA6638,0,10,10,18,6,12,30,45,0,6,3,13,0,10,12,21,0,25,19,44,0,18,21,43,0,29,34,63,0,26,21,52,0,21,16,38,0,13,9,17,0,0,0,0,9,171,180,363,0,11,11,27,0,11,15,32,0,3,11,15,0,3,10,9,0,11,16,24,0,30,29,57,0,20,18,41,0,27,18,49,3,17,6,26,5,3,0,6,0,0,0,0,9,144,135,290,0,21,20,40,0,27,50,80,0,13,12,25,0,13,13,30,0,38,37,70,3,45,50,97,0,51,58,104,7,59,40,103,7,41,23,72,4,12,10,23,0,3,0,9,23,314,311,653
POA6639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,5,9,0,3,5,12,0,3,5,10,0,12,3,16,0,7,0,15,0,8,3,15,0,0,0,0,0,39,26,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,0,0,0,0,0,7,5,7,0,7,3,10,0,8,0,11,0,0,0,0,0,0,0,0,5,31,9,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,12,13,0,5,5,7,0,8,8,11,0,25,8,31,0,21,3,22,0,9,3,15,0,0,0,0,3,67,41,109
POA6640,0,0,0,0,0,0,0,0,0,4,0,4,0,8,0,8,0,30,4,33,0,12,0,10,0,22,3,25,0,15,0,18,3,22,3,36,0,8,3,12,0,0,0,0,5,115,17,147,0,0,3,3,0,0,0,4,0,0,0,0,0,6,4,5,0,3,0,8,0,3,3,5,3,3,0,8,0,14,0,16,0,19,4,24,0,5,0,5,0,0,0,0,5,54,13,73,0,0,3,3,0,0,0,4,0,4,0,4,0,16,4,14,0,32,3,35,0,17,3,20,3,25,3,31,0,32,3,35,5,43,6,58,0,10,3,11,0,0,0,0,12,172,32,215
POA6642,0,40,9,43,0,46,4,47,0,21,3,27,0,46,22,64,0,117,50,173,0,79,30,107,0,65,24,87,0,73,21,94,3,39,8,57,0,14,5,19,0,0,0,0,7,529,179,717,0,25,6,32,0,44,9,49,0,26,8,31,0,35,12,40,0,67,29,101,3,48,15,60,0,44,17,62,4,48,12,62,3,19,7,26,3,8,0,14,0,0,0,0,14,355,114,485,0,58,13,72,0,90,11,100,0,46,13,60,0,75,26,105,0,187,84,270,3,122,47,166,0,107,47,154,4,118,39,155,9,64,12,81,6,21,4,31,0,0,0,0,16,889,295,1200
POA6646,0,4,3,6,4,18,12,32,0,12,7,16,0,26,12,35,0,46,33,73,0,37,28,59,0,36,16,57,0,16,7,30,0,19,8,22,0,3,0,8,0,0,0,0,7,213,126,345,0,13,0,15,0,23,5,29,0,3,5,5,0,11,0,11,0,28,5,31,0,19,13,34,0,27,6,31,4,8,0,12,4,7,6,16,0,3,0,6,0,0,0,0,10,132,43,189,0,17,0,21,4,42,20,63,0,17,11,24,0,33,12,46,0,68,38,108,0,54,39,95,0,59,26,88,3,30,15,42,4,27,10,39,4,4,0,13,0,0,0,0,19,351,170,535
POA6701,0,149,38,184,8,252,66,327,0,106,34,143,3,106,39,147,3,263,81,353,4,237,58,303,10,318,76,404,13,329,50,390,23,266,36,323,20,89,17,130,10,21,8,29,96,2132,507,2735,0,133,33,169,9,233,57,292,4,92,20,111,0,120,36,162,6,292,68,363,5,260,56,316,12,289,56,355,12,295,49,367,22,187,31,237,27,73,19,114,20,16,5,40,112,1987,429,2522,0,282,69,349,18,486,123,623,4,197,57,257,3,226,80,307,6,557,154,715,8,494,115,617,21,606,132,767,28,623,105,750,51,448,58,554,45,161,36,241,30,33,8,70,210,4112,934,5259
POA6705,0,8,0,8,0,8,0,10,0,4,0,4,0,3,0,3,0,3,0,4,0,12,0,13,0,14,5,15,0,15,0,21,3,4,3,10,0,0,0,0,0,0,0,0,5,81,8,95,0,10,0,10,0,9,0,12,0,6,0,6,0,4,0,4,0,11,0,14,0,9,0,11,0,8,0,8,0,7,0,7,0,3,0,3,0,0,0,0,0,0,0,0,0,75,6,79,0,19,0,19,0,23,0,25,0,8,0,8,0,10,0,10,0,16,3,22,0,20,3,24,0,22,5,24,0,26,0,25,3,9,3,15,0,0,0,0,0,0,0,0,5,154,16,170
POA6707,3,83,13,97,7,169,19,199,0,71,9,82,0,72,13,83,0,218,26,241,4,213,32,253,3,198,27,235,4,189,21,211,9,118,15,133,6,45,3,59,0,3,3,8,43,1386,178,1605,3,75,8,87,0,158,12,173,0,56,11,66,3,78,5,92,0,269,30,300,0,215,25,238,3,172,13,188,0,150,15,169,10,87,10,101,9,36,3,46,4,9,0,9,31,1302,134,1473,5,157,24,187,9,323,37,370,0,132,12,151,3,151,19,175,4,486,53,544,7,432,57,494,9,369,42,425,4,339,35,378,16,205,26,243,15,78,3,101,9,9,3,16,71,2686,317,3074
POA6710,0,33,13,45,4,44,3,55,0,3,0,3,0,16,11,27,0,70,16,88,0,80,18,98,0,49,12,64,0,56,15,72,0,19,0,27,9,7,6,12,0,0,0,0,10,382,93,489,0,42,6,50,0,42,16,60,0,0,0,3,0,7,3,9,0,74,23,102,0,53,16,75,0,49,14,63,4,38,13,47,5,19,7,30,0,3,0,10,4,0,0,4,12,340,93,445,0,74,20,96,4,91,26,113,0,6,0,6,0,25,10,37,0,149,39,190,0,133,34,170,0,102,24,126,4,93,23,117,8,42,4,54,10,14,6,21,5,0,0,6,22,726,187,940
POA6712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9,9,0,0,11,10,0,0,6,11,0,4,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9,13,0,0,12,10,0,0,9,12,0,5,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,8,38,45
POA6713,0,46,9,50,3,125,9,137,0,29,7,37,0,26,0,25,3,61,10,70,0,110,13,126,0,99,13,111,0,74,7,90,0,21,0,21,0,0,0,9,0,0,0,0,7,585,68,662,0,46,0,52,0,107,14,116,0,25,3,25,0,15,0,14,0,69,20,91,0,103,7,110,5,97,16,109,3,58,9,67,0,15,0,15,3,4,0,6,0,0,0,0,7,537,73,616,0,91,7,101,5,229,18,250,0,50,12,64,0,41,0,41,3,133,25,163,0,213,24,235,5,193,26,223,7,131,16,156,0,30,0,35,3,3,0,13,0,0,0,0,16,1120,142,1282
POA6714,9,696,110,818,55,1242,226,1519,13,423,81,519,9,385,104,499,6,1350,348,1704,4,1542,389,1933,9,1101,262,1373,7,675,166,853,10,187,42,236,12,21,8,37,0,4,0,5,136,7620,1745,9501,4,623,68,695,28,1225,224,1480,7,361,55,417,3,344,78,425,3,1391,261,1660,12,1341,235,1585,12,943,158,1109,9,460,93,569,11,137,27,168,7,24,3,39,5,0,0,8,103,6842,1204,8152,10,1316,181,1510,81,2466,452,2997,18,780,138,940,10,729,188,924,9,2745,599,3357,16,2878,629,3525,16,2045,421,2482,21,1130,263,1418,20,321,68,410,19,45,11,81,5,6,0,11,242,14464,2948,17657
POA6716,0,47,0,51,5,72,0,79,0,9,7,9,0,29,9,44,0,126,32,161,0,100,18,123,0,84,25,108,0,52,20,73,0,12,4,14,0,0,0,0,0,0,0,0,3,536,113,655,0,60,3,64,3,55,5,61,0,0,0,3,0,28,9,36,0,96,16,111,0,67,8,76,0,26,3,27,0,21,7,27,0,6,4,15,0,0,0,5,0,0,0,0,4,365,58,427,0,106,3,109,4,130,3,140,0,15,5,19,0,60,23,81,0,218,48,271,0,168,30,195,0,107,27,131,0,73,21,102,0,21,7,28,0,0,0,5,0,0,0,0,11,906,165,1084
POA6718,0,22,0,22,0,52,3,59,0,32,13,49,0,31,30,62,0,45,70,119,0,42,53,90,0,50,26,77,4,43,12,65,3,18,10,28,8,3,0,14,0,5,0,0,26,339,214,579,0,20,0,20,0,40,3,47,0,28,0,32,0,25,3,27,0,51,13,67,3,48,8,56,0,51,6,60,4,35,4,38,4,26,5,35,5,9,0,13,0,0,0,0,16,340,40,400,0,50,0,50,0,91,8,101,0,59,13,76,0,57,32,92,0,99,79,183,7,89,54,149,4,100,32,133,8,73,16,100,12,40,10,64,10,12,0,26,0,5,0,0,45,681,256,977
POA6720,0,98,16,116,0,173,39,218,4,61,13,73,3,45,10,53,3,161,55,224,3,201,49,248,3,135,29,169,0,94,24,115,3,27,11,47,4,6,0,12,0,0,0,0,19,1006,257,1286,0,80,11,91,0,147,39,188,0,38,7,48,0,42,9,54,0,149,39,192,3,156,27,191,3,106,16,126,0,57,19,79,0,20,7,19,0,4,0,4,0,0,0,0,7,811,171,998,0,182,26,209,0,328,83,407,5,99,20,122,3,88,22,110,4,314,94,412,3,360,77,439,3,247,43,299,0,148,46,192,3,49,18,66,4,10,0,19,0,0,0,0,34,1822,431,2279
POA6721,0,165,19,186,14,280,24,324,0,88,7,93,0,69,20,91,0,340,64,402,0,429,68,497,0,272,50,319,8,223,45,273,8,59,13,77,0,20,4,25,0,0,0,0,36,1942,312,2290,0,188,13,205,4,281,34,320,0,54,12,66,0,87,23,110,0,373,62,437,0,371,49,420,7,198,53,261,6,144,28,181,3,53,11,67,0,7,4,18,0,0,0,5,29,1760,291,2075,0,355,31,386,22,561,57,644,3,137,16,161,0,149,44,197,0,714,122,841,0,799,113,924,5,469,100,581,10,368,76,457,8,111,21,146,4,26,8,37,0,5,0,3,61,3705,599,4367
POA6722,4,462,73,537,26,731,142,900,4,270,63,343,4,268,58,333,7,893,204,1100,9,821,184,1014,15,647,136,798,18,537,127,684,17,131,28,181,13,22,5,40,6,6,3,11,118,4791,1028,5939,3,429,53,492,20,760,130,911,4,269,44,316,4,257,50,315,10,939,178,1124,13,745,141,902,20,510,101,632,22,382,71,473,22,119,17,154,14,14,4,30,10,0,3,12,142,4433,792,5362,5,897,129,1028,49,1494,269,1814,9,539,108,653,7,530,113,647,15,1833,379,2228,22,1569,326,1918,36,1157,234,1429,38,918,199,1156,40,250,50,333,29,38,11,72,11,5,4,23,262,9224,1815,11305
POA6725,6,380,57,448,25,789,130,953,6,240,57,301,7,243,51,305,7,680,149,834,7,725,113,843,24,607,155,783,18,484,110,612,18,247,45,310,21,73,13,107,6,12,5,22,155,4474,879,5508,0,354,53,407,13,734,126,872,0,284,45,332,10,254,49,311,10,882,162,1056,16,834,131,982,23,618,123,761,18,500,80,599,29,208,41,282,19,52,18,87,15,3,12,31,162,4723,841,5726,8,735,110,857,44,1526,254,1829,6,521,99,628,15,497,101,613,21,1564,310,1890,21,1556,249,1829,44,1219,275,1545,39,983,184,1210,56,455,84,591,36,122,31,192,26,17,10,50,313,9203,1720,11236
