POA_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
POA6517,0,0,0,42,35,71,0,0,0,0,0,0,0,0,0,20,30,48,4,0,9,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,4,0,0,0,0,0,6,0,0,0,5,0,6,9,15,27,6,6,10,0,0,0,93,89,185,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,66,149,0,0,0,0,0,0,87,66,154,37,31,71,219,185,407
POA6518,0,0,0,16,18,36,0,0,0,0,0,0,0,0,0,13,13,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,3,7,6,0,0,0,0,0,0,6,3,11,0,4,4,0,0,0,37,47,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,37,85,0,0,0,0,0,0,48,37,88,21,16,40,107,104,209
POA6519,0,6,6,46,48,94,0,0,0,3,3,4,0,0,0,53,41,88,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,10,13,22,5,0,4,0,0,0,122,114,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,110,233,0,0,0,0,0,0,127,110,238,52,51,101,296,274,575
POA6521,0,0,0,28,20,48,0,0,0,4,0,5,0,0,0,26,27,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,4,0,0,0,3,4,7,6,14,19,9,5,10,0,0,0,82,67,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,60,157,0,0,0,0,0,0,96,60,157,20,11,39,201,149,347
POA6522,0,0,0,32,26,57,0,0,0,0,0,0,0,0,0,32,32,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,3,10,3,0,6,0,0,0,79,65,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,86,196,0,0,0,0,0,0,114,86,199,38,32,71,230,185,407
POA6525,3,21,27,296,384,686,0,0,0,16,5,19,0,0,0,249,277,523,0,0,0,5,3,7,0,0,0,0,0,0,10,14,16,0,0,0,3,6,15,3,6,14,32,22,51,0,0,0,6,7,16,48,72,118,23,33,53,0,0,0,685,839,1525,0,3,4,3,6,9,0,0,0,0,0,0,0,0,0,0,8,8,0,8,8,861,754,1620,3,3,8,6,7,6,869,761,1628,266,212,481,1831,1851,3680
POA6528,6,0,7,38,35,78,0,0,0,0,0,0,0,0,0,39,45,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,6,4,11,4,6,15,0,0,0,88,101,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,5,79,69,145,0,0,3,0,0,0,83,68,152,17,15,30,192,184,378
POA6530,84,205,294,1781,2183,3962,0,0,0,167,151,316,0,0,0,3430,4046,7477,27,28,54,31,23,51,93,130,228,22,21,42,39,76,118,0,0,3,72,92,159,215,266,480,133,132,267,27,40,70,80,83,165,278,393,676,372,482,856,11,10,19,6773,8167,14935,90,72,163,249,273,524,3,8,13,0,3,10,20,14,30,44,61,103,68,74,143,7106,6386,13485,29,28,59,14,31,47,7151,6438,13595,2000,1714,3712,16415,16963,33378
POA6532,27,33,61,450,474,928,0,0,0,19,33,54,0,0,0,672,762,1431,0,8,5,8,5,10,13,19,32,0,0,0,18,18,35,0,0,0,4,7,15,41,47,91,34,24,56,0,3,7,9,15,24,55,66,120,99,98,200,0,0,3,1423,1581,3012,0,3,6,19,22,42,0,4,8,0,0,0,0,0,0,10,11,16,10,11,21,1608,1412,3018,5,4,9,0,5,6,1611,1420,3028,415,325,744,3512,3403,6915
POA6535,7,7,11,153,160,316,0,0,0,0,4,5,0,0,0,163,169,330,3,0,3,0,0,0,0,4,4,0,0,0,9,9,14,0,0,0,0,0,0,0,0,3,10,4,15,0,0,0,0,3,3,34,41,66,16,13,30,0,0,0,390,408,793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,6,4,307,243,552,0,0,0,0,0,3,308,243,554,138,107,248,843,767,1609
POA6536,6,17,24,106,118,222,0,0,0,8,6,12,0,0,0,92,102,198,0,0,0,5,3,4,0,0,4,0,0,0,5,4,7,0,0,0,4,0,7,0,0,0,3,12,18,0,4,4,0,0,0,10,14,26,5,11,14,0,0,0,240,276,515,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,7,3,0,7,384,287,671,4,0,8,0,0,0,389,289,677,140,114,253,782,701,1478
POA6537,3,14,19,67,70,133,0,0,0,4,5,6,0,0,0,64,63,130,0,0,3,3,0,6,0,0,5,0,0,0,0,0,0,0,0,0,3,0,3,0,3,4,5,8,9,0,0,3,0,0,5,3,5,7,5,12,17,0,0,0,159,165,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,252,220,478,0,0,0,0,0,0,252,223,478,80,87,171,500,492,995
POA6556,5,7,18,118,142,255,0,0,0,12,6,18,0,0,0,84,97,185,0,3,0,0,0,3,6,9,17,4,3,8,0,3,6,0,0,0,4,3,9,0,0,0,12,6,19,0,0,0,0,3,4,7,12,25,24,25,46,0,0,0,275,319,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,14,7,13,14,614,544,1159,4,0,3,0,5,4,611,546,1160,101,73,168,1014,957,1969
POA6558,0,3,3,63,65,126,0,0,0,6,5,8,0,0,0,37,54,84,0,0,0,0,0,0,10,4,12,0,0,0,0,0,0,0,0,0,10,5,11,0,0,0,4,3,9,0,0,0,3,0,6,4,6,7,9,12,21,0,0,0,146,148,291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,4,4,7,188,198,392,0,0,6,0,0,3,190,200,396,1888,26,1917,2225,391,2613
POA6560,7,11,12,85,98,184,0,0,0,4,10,15,0,0,0,110,107,223,3,4,10,0,0,0,0,0,5,0,4,4,0,3,7,0,0,0,6,13,24,0,0,0,5,4,6,0,0,0,0,4,8,7,8,14,12,14,25,0,0,0,245,276,524,0,0,0,3,6,6,0,0,4,0,0,0,0,0,0,4,4,3,4,4,3,352,314,667,3,0,3,0,9,13,354,330,679,68,70,137,681,691,1372
POA6562,3,5,11,98,111,201,0,0,0,3,11,18,0,0,0,83,102,190,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,10,11,20,0,0,0,0,0,0,9,15,28,23,23,43,0,0,0,233,273,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,7,3,374,332,703,4,0,8,0,0,0,379,336,718,97,77,174,712,702,1413
POA6564,0,0,0,15,22,36,0,0,0,0,0,3,0,0,0,18,12,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,8,10,17,0,0,0,0,0,0,4,7,13,4,5,7,0,0,0,49,59,111,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,0,3,94,87,187,0,0,0,0,0,0,94,88,187,12,10,27,169,158,330
POA6566,10,18,36,215,246,459,0,0,0,36,29,62,0,0,0,194,201,398,3,5,11,4,0,0,22,20,44,4,0,5,4,5,13,0,0,0,8,9,17,0,0,3,26,13,40,5,3,8,9,12,16,34,32,62,36,49,85,0,3,3,602,627,1228,0,0,0,5,7,10,0,0,0,0,0,0,0,0,0,4,13,17,4,13,17,781,704,1487,7,0,5,7,7,15,788,720,1507,277,227,505,1694,1611,3296
POA6567,3,0,6,42,43,85,0,0,0,4,6,5,0,0,0,27,19,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,11,14,6,6,12,0,0,0,82,83,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,4,3,7,127,96,225,0,0,0,0,0,0,130,101,223,46,36,83,259,227,485
POA6568,0,0,0,34,32,66,0,0,0,0,0,5,0,0,0,11,17,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,6,11,0,0,0,60,60,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,30,68,0,0,0,0,0,0,45,30,71,8,10,18,113,97,210
POA6569,0,0,0,31,25,55,0,0,0,0,0,0,0,0,0,18,12,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,49,42,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,60,147,0,0,0,0,0,0,81,60,147,13,17,37,146,125,270
POA6571,0,0,0,4,3,10,0,0,0,0,0,0,0,0,0,6,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,13,10,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,20,31,0,0,0,0,0,0,12,20,31,5,5,5,32,33,67
POA6572,0,0,0,7,3,11,0,0,0,0,0,0,0,0,0,7,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,12,11,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,30,0,0,0,0,0,0,13,12,30,0,3,11,29,33,61
POA6574,0,0,0,7,6,13,0,0,0,0,0,0,0,0,0,0,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,7,19,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,8,31,0,0,0,0,0,0,22,8,31,0,3,3,28,35,64
POA6575,0,0,0,11,13,18,0,0,0,5,5,7,0,0,0,9,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,25,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,14,36,0,0,0,0,0,0,27,14,36,13,6,17,55,46,101
POA6603,0,4,7,99,97,197,0,0,0,6,8,11,0,0,0,79,63,142,0,0,0,0,0,0,0,0,0,4,0,5,0,5,8,0,0,0,0,0,3,4,0,8,11,11,18,0,0,0,0,0,0,16,26,46,24,14,37,0,0,0,245,223,467,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,3,8,14,3,8,14,256,223,478,0,0,0,4,0,4,260,223,479,77,59,136,591,519,1110
POA6605,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,12,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,11,0,0,0,0,0,0,14,7,11,5,5,9,25,15,41
POA6606,0,0,5,12,15,33,0,0,0,3,6,4,0,0,0,13,10,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,38,31,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,23,57,0,0,0,0,0,0,35,23,57,3,0,3,75,58,133
POA6608,0,0,0,9,14,17,0,0,0,0,4,8,0,0,0,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,28,23,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,33,60,0,0,0,0,0,0,35,33,60,18,17,35,77,69,150
POA6609,0,0,0,38,56,93,0,0,0,20,23,40,53,53,104,61,57,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,0,0,0,0,0,3,0,0,0,0,0,0,14,20,31,20,20,44,0,0,0,216,225,438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,124,270,0,0,0,0,0,0,149,123,275,75,62,140,441,414,852
POA6612,0,0,0,14,14,27,0,0,0,0,3,9,0,0,0,5,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,27,29,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,34,72,0,0,0,0,0,0,43,37,69,15,15,28,80,78,162
POA6613,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,7,0,12,0,0,0,11,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,10,29,0,0,0,0,0,0,16,14,28,0,0,0,29,20,51
POA6614,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,9,0,0,0,0,0,0,10,7,9,0,0,0,11,10,20
POA6616,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,15,0,0,0,0,0,0,8,12,15,12,11,29,28,31,61
POA6620,0,0,4,37,44,76,0,0,0,0,0,4,0,0,0,34,31,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,5,0,0,0,3,4,3,0,3,7,4,0,9,0,0,0,88,87,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,55,173,0,0,0,0,0,0,117,55,173,123,44,168,325,187,518
POA6623,0,0,0,51,44,93,0,0,0,4,0,3,0,0,0,38,42,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,3,0,0,5,3,0,7,0,9,5,0,0,0,0,0,0,99,102,201,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,116,233,0,0,0,0,0,0,121,116,235,69,68,136,286,289,575
POA6625,0,0,0,11,3,13,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,20,9,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,24,0,0,0,0,0,0,12,9,26,0,3,0,35,24,57
POA6627,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,14,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,12,0,0,0,0,0,0,11,7,12,13,7,21,34,24,57
POA6628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,13,0,0,0,0,0,0,10,6,13,0,0,0,17,7,23
POA6630,0,5,0,21,23,44,0,0,0,0,0,0,0,0,0,77,55,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,6,15,3,0,3,3,6,8,0,0,4,116,94,205,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,4,7,76,84,157,0,0,0,0,0,0,75,84,156,57,53,107,249,232,482
POA6631,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,7,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,13
POA6632,0,0,0,3,14,9,0,0,0,0,0,0,0,0,0,23,17,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,24,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,16,0,0,0,0,0,0,10,3,16,0,0,0,36,27,63
POA6635,0,0,0,10,6,12,0,0,0,0,0,0,0,0,0,44,29,74,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,41,100,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,63,40,105,0,0,0,0,0,0,70,42,110,121,36,161,256,125,379
POA6638,3,3,6,27,19,43,0,0,0,0,0,0,0,0,0,30,37,68,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,11,0,0,0,0,0,0,10,5,13,3,17,24,0,0,0,84,72,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,7,87,71,155,0,0,0,0,0,0,87,71,155,182,138,322,363,290,653
POA6639,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,8,6,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,19,35,6,0,6,0,0,0,18,19,34,28,9,40,70,37,109
POA6640,0,0,3,16,3,21,0,0,0,0,0,0,0,0,0,27,13,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,8,0,4,3,0,0,0,52,25,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,25,95,0,0,0,0,0,0,64,25,95,24,19,39,147,73,215
POA6642,7,5,7,50,21,77,0,0,0,5,4,11,0,0,0,84,53,132,7,0,9,3,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,37,45,87,8,0,11,15,15,23,0,0,3,216,152,370,6,0,3,3,0,3,0,0,0,5,4,3,0,0,0,3,0,4,6,4,13,261,182,440,0,0,0,0,0,0,263,180,444,219,144,365,717,485,1200
POA6646,0,0,3,16,3,26,0,0,0,4,0,5,0,0,0,22,12,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,19,29,46,3,0,4,11,3,17,0,0,0,81,59,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,71,193,6,0,6,0,0,0,125,71,196,140,61,199,345,189,535
POA6701,58,58,118,226,214,442,0,0,0,13,24,37,0,0,0,571,574,1146,42,57,98,8,4,11,11,19,35,0,0,3,6,3,7,0,0,0,12,12,21,10,11,20,36,30,67,0,3,4,8,10,15,34,40,70,72,59,131,0,3,4,1046,1067,2116,17,13,26,30,18,44,3,0,4,13,5,16,0,0,0,7,9,10,19,14,31,1043,910,1951,10,0,3,5,5,6,1051,912,1966,522,437,964,2735,2522,5259
POA6705,0,0,0,8,6,17,0,0,0,0,0,0,0,0,0,10,12,18,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,0,0,0,3,3,8,0,0,0,28,28,60,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,51,37,85,0,0,0,0,0,0,51,37,85,15,9,21,95,79,170
POA6707,17,15,31,127,124,247,0,0,0,15,11,25,0,0,0,179,204,379,0,0,0,3,3,6,0,0,3,0,0,0,5,3,9,0,0,0,6,17,23,6,5,5,10,12,18,0,0,0,0,0,0,17,19,37,40,36,74,0,0,0,401,440,837,9,3,10,5,0,4,0,4,4,0,0,0,0,0,0,5,4,9,5,4,9,961,855,1813,4,7,4,0,3,3,965,856,1827,213,152,361,1605,1473,3074
POA6710,0,3,8,39,31,73,0,0,0,0,0,0,0,0,0,64,61,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,0,0,0,0,4,6,0,0,8,8,15,25,0,0,0,130,120,243,0,0,0,0,0,6,0,0,0,8,13,26,0,0,0,0,0,0,8,18,24,232,208,432,0,0,5,0,0,0,231,204,438,114,101,217,489,445,940
POA6712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,5,43,43,7,45
POA6713,6,5,12,53,54,103,0,0,0,6,4,3,0,0,0,90,99,185,0,0,0,4,4,4,0,3,8,0,0,0,3,5,6,0,0,0,0,0,0,0,0,0,9,3,16,0,0,0,0,0,0,13,9,21,10,13,19,0,0,0,185,191,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,390,336,727,0,0,5,0,0,0,393,340,732,77,73,153,662,616,1282
POA6714,118,183,300,520,503,1021,0,0,0,127,143,273,0,0,0,1453,1381,2835,13,11,24,41,40,83,24,26,50,27,23,53,24,14,40,0,0,0,39,36,75,38,32,69,53,49,101,3,10,15,19,25,44,80,101,179,178,207,382,14,11,27,2647,2617,5258,162,134,297,121,90,214,5,5,16,9,7,17,22,23,42,12,20,40,41,49,91,4491,3746,8237,26,15,38,6,10,18,4523,3770,8292,1884,1301,3180,9501,8152,17657
POA6716,9,14,20,35,31,62,0,0,0,8,4,12,0,0,0,121,68,182,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,7,3,9,0,0,0,0,0,0,3,0,3,12,11,25,0,0,0,191,123,315,4,6,4,6,0,6,0,0,0,5,0,5,0,0,0,0,0,3,8,0,6,318,213,529,0,0,0,0,0,0,318,213,529,127,69,189,655,427,1084
POA6718,0,0,7,15,15,32,0,0,0,0,0,4,0,0,0,20,18,40,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,31,34,68,0,0,0,77,80,157,0,0,0,0,0,0,0,0,0,34,23,60,0,0,0,0,0,0,34,23,60,138,144,289,0,0,0,0,0,0,138,150,290,323,145,466,579,400,977
POA6720,6,16,26,76,73,148,0,0,0,18,12,27,0,0,0,181,137,318,5,3,5,0,0,0,4,0,4,0,4,5,0,0,0,0,0,0,0,0,4,0,5,4,7,4,11,0,3,0,0,0,3,9,10,21,43,34,71,0,0,0,340,293,628,14,9,20,3,0,3,3,0,5,0,0,0,0,0,0,0,0,5,8,0,6,645,493,1133,4,0,3,0,0,0,650,492,1139,269,184,456,1286,998,2279
POA6721,16,40,59,176,160,331,0,0,0,22,24,50,0,0,0,405,374,775,0,3,3,9,7,15,7,17,23,0,3,4,7,3,12,3,0,5,16,8,24,21,29,47,7,12,16,0,0,0,5,9,19,26,24,50,55,59,115,0,0,3,753,730,1484,20,18,37,25,24,51,4,0,4,6,0,6,6,8,16,11,12,24,20,26,43,1079,916,2002,13,3,16,5,0,4,1098,928,2021,355,315,670,2290,2075,4367
