POA_CODE_2021,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
POA6068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6069,232,7,0,0,0,236,75,0,0,0,0,82,65,6,0,0,0,69,102,4,0,0,0,106,223,11,4,0,0,238,1009,64,9,0,0,1082,1851,99,0,0,0,1956,2685,136,6,0,0,2821,1161,30,0,0,0,1194,708,21,0,0,0,728,388,4,0,0,0,397,434,18,3,0,0,460,8931,409,23,0,3,9365
POA6070,30,0,0,0,0,30,8,0,0,0,0,8,9,0,0,0,0,9,13,0,0,0,0,13,21,0,0,0,0,21,46,0,0,0,0,46,87,0,0,0,0,82,164,0,0,0,0,166,87,0,0,0,0,87,84,0,0,0,0,84,65,0,0,0,0,61,44,0,0,0,0,44,667,0,0,6,0,671
POA6071,31,0,0,0,0,31,10,0,0,0,0,10,11,0,0,0,0,11,21,0,0,0,0,21,21,0,0,0,0,21,52,0,0,0,0,52,102,0,0,0,0,105,141,0,0,0,0,141,79,0,0,0,0,79,64,0,0,0,0,64,47,0,0,0,0,49,31,0,0,0,0,31,605,4,0,0,0,602
POA6072,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,10,0,0,0,0,10,25,0,0,0,0,25,48,0,0,0,0,48,20,0,0,0,0,20,14,0,0,0,0,14,16,0,0,0,0,16,5,0,0,0,0,5,156,0,0,0,0,161
POA6073,19,0,0,0,0,21,7,0,0,0,0,7,7,0,0,0,0,7,10,0,0,0,0,10,32,0,0,0,0,32,39,0,0,0,0,39,72,3,0,0,0,72,102,0,0,0,0,103,71,0,0,0,0,72,52,0,0,0,0,52,22,0,0,0,0,22,26,0,0,0,0,26,456,0,0,0,0,464
POA6074,8,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,4,8,0,0,0,0,8,7,0,0,0,0,7,12,0,0,0,0,12,19,0,0,0,0,19,53,0,0,0,0,53,22,0,0,0,0,22,20,0,0,0,0,24,4,0,0,0,0,4,12,0,0,0,0,12,171,0,0,0,0,176
POA6076,147,0,3,0,0,156,51,0,0,0,0,51,54,0,0,0,0,55,66,0,0,0,0,63,102,3,0,0,0,105,302,8,6,0,0,317,367,6,0,0,0,379,758,6,0,0,0,768,446,0,0,0,0,445,431,0,0,0,0,433,248,0,0,3,0,252,164,3,0,0,0,164,3130,35,11,6,5,3190
POA6077,14,0,0,0,0,17,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,7,20,0,0,0,0,19,7,3,0,0,0,12,26,0,0,0,0,24,8,0,0,0,0,13,35,0,0,0,0,35,34,0,0,0,0,39,16,0,0,0,0,16,170,8,6,0,0,184
POA6078,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,7,0,0,0,0,7,4,0,0,0,0,4,11,0,0,0,0,11,13,0,0,0,0,13,22,0,0,0,0,22,31,0,0,0,0,26,3,0,0,0,0,3,119,0,3,0,0,118
POA6079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6081,42,0,0,0,0,42,20,0,0,0,0,20,17,0,0,0,0,17,29,0,0,0,0,29,20,0,0,0,0,20,94,0,0,0,0,94,137,0,0,0,0,137,214,0,0,0,0,213,118,0,0,0,0,118,119,0,0,0,0,119,69,0,0,0,0,69,49,0,0,0,0,49,929,0,0,0,0,926
POA6082,19,0,0,0,0,19,5,0,0,0,0,5,0,0,0,0,0,0,15,0,0,0,0,15,19,0,0,0,0,19,57,0,0,0,0,57,91,0,0,0,0,91,171,0,0,0,0,170,83,0,0,0,0,83,85,0,0,0,0,85,34,0,0,0,0,34,44,0,0,0,0,46,623,0,0,0,0,630
POA6083,20,0,0,0,0,22,14,0,0,0,0,14,0,0,0,0,0,0,16,0,0,0,0,16,24,0,0,0,0,24,57,0,0,0,0,57,76,0,0,0,0,76,109,0,0,0,0,109,92,0,0,0,0,95,97,0,0,0,0,97,63,0,0,0,0,69,40,0,0,0,0,40,625,0,0,0,0,628
POA6084,55,0,0,0,0,55,17,0,0,0,0,17,21,0,0,0,0,21,17,0,0,0,0,17,45,0,0,0,0,45,230,0,0,0,0,227,257,0,0,0,0,257,465,0,0,0,0,466,269,0,0,0,0,269,200,0,0,0,0,200,83,0,0,0,0,83,99,0,0,0,0,99,1756,0,0,0,0,1756
POA6090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6100,53,22,11,0,0,86,19,4,8,0,0,27,9,3,9,0,0,22,25,9,11,0,0,42,36,11,11,0,0,58,116,53,58,0,0,228,112,91,82,0,0,281,229,110,65,4,0,406,173,61,26,0,0,254,175,36,33,0,0,239,91,19,26,0,0,148,54,20,17,0,0,92,1080,448,346,4,0,1880
POA6101,82,16,3,0,0,103,37,5,0,0,0,41,21,6,3,0,0,30,40,8,3,0,0,56,46,10,14,0,0,71,174,60,31,0,0,264,252,89,39,0,0,381,442,113,35,0,0,591,273,35,26,0,0,335,244,21,10,0,0,276,127,13,7,0,0,141,82,19,11,0,0,113,1814,392,188,0,3,2399
POA6102,39,8,9,0,0,55,9,7,0,0,0,12,15,3,4,0,0,24,24,8,0,0,0,32,15,14,3,0,0,31,94,91,7,0,0,189,155,85,6,0,0,249,214,67,4,0,0,290,86,18,0,0,0,108,50,10,0,0,0,58,49,12,0,0,0,61,38,16,10,0,0,58,787,335,42,0,0,1159
POA6103,34,10,7,0,0,52,15,0,3,0,0,19,5,0,4,0,0,8,21,0,10,0,0,36,24,7,22,0,0,49,98,50,83,0,0,229,115,54,108,0,0,274,196,62,100,0,0,357,88,17,30,0,0,136,80,14,14,0,0,99,37,4,15,0,0,54,43,9,25,0,0,72,752,233,418,0,0,1402
POA6104,84,10,3,0,0,99,27,0,0,0,0,26,13,0,0,0,0,13,49,10,0,0,0,54,70,16,8,0,0,86,197,55,17,0,0,270,307,51,17,0,0,374,378,52,9,0,0,445,171,17,8,0,0,190,155,11,13,0,0,171,83,8,0,0,0,94,78,12,0,0,0,91,1606,240,78,0,4,1922
POA6105,74,18,0,0,0,90,25,4,0,0,0,28,20,5,0,0,0,30,47,15,0,0,0,57,58,30,0,0,0,84,219,83,8,0,0,307,333,89,16,0,0,438,373,56,6,0,0,440,153,23,0,0,0,180,116,14,3,0,0,132,68,6,0,0,0,72,85,11,3,0,0,99,1576,343,38,0,5,1968
POA6106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
POA6107,235,22,3,0,0,262,91,7,0,0,0,101,74,10,0,0,0,85,142,17,5,0,0,170,221,29,18,0,0,266,823,135,42,0,0,1003,1229,163,40,0,0,1430,1449,85,18,0,0,1554,501,27,0,0,0,530,352,22,0,0,0,379,240,5,0,0,0,249,329,39,5,0,0,378,5675,568,138,9,5,6393
POA6108,167,6,0,0,0,181,61,3,6,0,0,72,62,4,0,0,0,63,88,13,0,0,0,100,167,10,0,0,0,178,588,31,3,0,0,623,808,24,6,0,0,837,818,22,0,0,0,840,233,5,0,0,0,238,154,8,0,0,0,159,83,4,0,0,0,82,198,3,0,0,0,203,3431,128,20,0,0,3578
POA6109,84,4,0,0,0,89,27,0,0,0,0,27,19,0,0,0,0,22,72,5,0,0,0,80,120,11,3,0,0,135,398,20,18,0,0,434,444,10,8,0,0,458,361,7,0,0,0,375,117,0,0,0,0,117,67,0,4,0,0,71,52,0,0,0,0,55,114,5,0,0,0,125,1877,71,34,8,5,1986
POA6110,263,13,0,0,0,274,98,10,0,0,0,108,100,10,0,0,0,105,191,17,6,0,0,212,258,33,4,0,0,290,1103,71,14,0,0,1190,1496,63,8,0,6,1567,1772,35,10,0,0,1816,727,4,0,0,0,736,409,4,0,0,0,415,268,0,0,0,0,265,385,14,0,0,0,399,7063,266,48,0,0,7379
POA6111,199,11,0,0,0,208,76,5,0,0,0,82,71,3,0,0,0,75,135,17,0,0,0,153,194,14,5,0,0,215,658,49,6,0,0,710,687,38,0,0,0,727,843,6,0,0,0,849,343,0,0,0,0,345,266,0,0,0,0,266,130,0,0,0,0,130,208,3,0,0,0,213,3810,146,14,0,0,3969
POA6112,357,9,0,0,0,374,145,15,0,0,0,159,126,18,3,0,0,143,273,41,0,6,0,321,430,51,0,0,0,482,1760,99,3,0,0,1867,2927,81,5,0,5,3016,3702,35,0,0,0,3741,1483,10,0,0,0,1501,812,8,0,0,0,821,451,9,0,0,0,462,648,12,0,0,0,664,13122,393,23,10,6,13554
POA6121,25,0,0,0,0,25,4,0,0,0,0,4,12,0,0,0,0,12,5,0,0,0,0,5,15,0,0,0,0,15,46,0,0,0,0,50,37,0,0,0,0,37,106,0,0,0,0,106,66,0,0,0,0,67,117,0,0,0,0,117,74,0,0,0,0,74,33,0,0,0,0,33,526,0,0,0,0,530
POA6122,106,0,0,0,0,106,28,0,4,0,0,30,25,0,0,0,0,25,59,0,0,0,0,62,113,6,0,0,0,115,521,7,0,0,0,531,1057,13,0,0,0,1070,1489,4,0,0,0,1492,580,0,0,0,0,580,303,0,0,0,0,303,167,0,0,0,0,167,229,0,0,0,0,233,4675,30,0,0,4,4711
POA6123,7,0,0,0,0,7,3,0,0,0,0,3,3,0,0,0,0,3,6,0,0,0,0,6,11,0,0,0,0,11,44,0,0,0,0,44,98,0,0,0,0,98,150,0,0,0,0,150,69,0,0,0,0,69,29,0,0,0,0,29,5,0,0,0,0,5,16,0,0,0,0,16,451,0,0,0,0,451
POA6124,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,5,0,0,0,0,5,40,0,0,0,0,40,30,0,0,0,0,30,43,0,0,0,0,43,44,0,0,0,0,44,25,0,0,0,0,25,10,0,0,0,0,12,12,0,0,0,0,12,239,0,0,0,0,237
POA6125,22,0,0,0,0,22,3,0,0,0,0,3,8,0,0,0,0,8,3,0,0,0,0,10,11,0,0,0,0,11,46,0,0,0,0,49,64,0,0,0,0,66,106,0,0,0,0,111,89,0,0,0,3,95,83,0,0,0,0,83,57,0,0,0,0,54,25,0,0,0,0,25,523,0,0,3,9,535
POA6126,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,8,6,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,5,27,0,0,0,0,27
POA6147,102,11,0,0,0,116,37,4,0,0,0,45,44,3,0,0,0,50,69,6,3,0,0,78,83,19,0,0,0,107,350,47,8,0,0,405,394,42,12,0,0,451,412,27,8,0,0,451,121,3,0,0,0,129,84,6,3,0,0,93,48,3,0,0,0,52,110,10,4,0,0,121,1859,194,37,0,3,2087
POA6148,119,14,0,0,0,130,25,8,0,0,0,38,25,10,5,0,0,38,45,14,0,0,0,66,62,7,0,0,0,71,196,42,0,0,0,241,280,52,0,0,0,335,460,41,3,0,0,501,212,14,5,0,0,233,249,23,0,0,0,269,259,9,0,0,0,271,118,14,0,0,0,131,2059,250,16,0,0,2322
POA6149,131,12,3,0,0,152,44,0,0,0,0,43,36,4,0,0,0,44,59,9,0,0,0,62,69,3,0,0,0,72,200,18,0,0,0,214,214,44,0,0,0,258,489,31,0,0,0,525,384,11,0,0,0,395,322,7,0,0,0,331,193,4,0,0,0,204,115,0,5,0,0,123,2262,142,17,0,0,2418
POA6150,99,9,0,0,0,106,28,0,0,0,0,30,24,0,0,0,0,26,24,0,0,0,0,30,28,5,0,0,0,31,78,5,0,0,0,79,110,6,0,0,0,121,225,12,0,0,0,241,165,9,0,0,0,171,236,10,0,0,0,245,134,3,0,0,0,137,75,3,0,0,0,79,1222,66,0,0,0,1290
POA6151,77,30,12,0,0,121,15,3,4,0,0,24,23,9,6,0,0,33,23,14,10,0,0,39,15,8,13,0,0,41,62,53,45,0,0,161,80,69,51,0,0,202,140,77,50,0,0,274,149,45,14,0,0,212,191,43,20,0,0,257,351,51,17,0,0,423,59,29,12,0,0,101,1194,438,249,0,0,1888
POA6152,110,61,8,0,0,180,26,13,4,0,0,45,26,11,6,0,0,43,38,23,5,0,0,67,37,26,9,0,0,73,116,137,52,0,0,300,147,156,46,0,0,345,330,221,36,0,0,591,263,96,22,0,0,380,327,92,19,0,0,444,389,61,10,0,0,459,129,51,14,0,0,187,1937,954,226,0,7,3125
POA6153,130,24,3,0,0,154,12,8,4,0,0,26,20,11,0,0,0,31,27,7,0,0,0,34,34,10,6,0,0,51,103,36,15,0,0,157,108,41,37,0,0,185,234,79,49,0,0,353,189,57,23,0,0,273,347,64,14,0,0,429,565,65,16,0,0,647,123,32,11,0,0,171,1887,430,185,0,0,2503
POA6154,51,12,0,0,0,61,14,4,0,0,0,16,21,3,0,0,0,26,11,3,0,0,0,18,22,14,0,0,0,34,100,24,4,0,0,123,85,36,10,0,0,130,198,67,3,0,0,262,167,24,0,0,0,190,246,21,0,0,0,267,178,11,0,0,0,192,67,18,0,0,0,87,1160,235,15,0,0,1413
POA6155,390,9,3,0,0,401,102,3,0,0,0,107,98,4,4,0,0,105,134,4,4,0,0,141,216,6,3,0,0,216,734,42,19,0,0,797,1040,40,29,0,0,1105,1788,59,41,0,0,1881,1021,22,8,0,0,1046,768,13,6,0,0,786,503,10,0,0,0,513,439,5,6,0,0,453,7229,204,123,0,0,7553
POA6156,109,10,5,0,0,124,28,3,0,0,0,34,25,5,0,0,0,38,45,5,0,0,0,49,60,11,6,0,0,70,163,46,27,0,0,242,241,68,25,0,0,337,432,78,13,0,0,517,326,37,3,0,0,369,383,30,0,0,0,407,355,24,0,0,0,376,112,16,0,0,0,130,2280,344,83,0,0,2699
POA6157,70,21,7,0,0,98,35,6,0,0,0,35,18,0,0,0,0,27,41,27,5,0,0,70,40,18,14,0,0,68,111,97,25,0,0,231,134,129,31,0,0,298,312,155,15,0,0,491,231,52,7,0,0,290,237,46,4,0,0,284,224,29,3,0,4,255,110,32,6,0,0,143,1565,611,112,0,5,2292
POA6158,36,7,3,0,0,50,12,6,3,0,0,16,9,0,0,0,0,9,8,5,5,0,0,25,14,5,8,0,0,28,38,14,22,0,0,80,44,18,23,0,0,81,95,27,17,0,0,142,74,31,9,0,0,112,137,12,3,0,0,152,248,16,0,0,0,265,52,9,3,0,0,67,772,153,96,0,0,1017
POA6159,14,0,9,0,0,20,3,0,0,0,0,3,0,5,0,0,0,5,5,0,0,0,0,5,0,3,4,0,0,10,8,11,21,0,0,41,14,19,14,0,0,48,28,27,24,0,0,80,27,16,12,0,0,55,29,20,23,0,0,74,61,19,32,0,0,114,10,4,15,0,0,32,189,131,158,0,0,485
POA6160,33,13,10,0,0,56,10,9,8,0,0,26,10,9,0,0,0,22,10,4,0,0,0,15,15,4,14,0,0,30,50,35,57,0,0,140,32,41,39,0,0,118,103,80,32,0,0,219,83,33,25,0,0,142,104,42,17,0,0,166,82,18,11,0,0,108,34,12,10,0,0,62,577,305,225,3,3,1111
POA6161,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA6162,66,12,0,0,0,88,21,0,0,0,0,25,21,4,0,0,0,20,24,0,4,0,0,28,35,6,3,0,0,43,98,13,8,0,0,125,125,15,10,0,0,155,284,28,12,0,0,323,192,16,9,0,0,219,267,34,0,0,0,302,146,15,0,0,0,162,78,7,4,0,0,92,1365,170,61,3,0,1595
POA6163,354,47,14,0,0,416,100,20,0,0,0,126,117,20,13,0,0,147,181,32,13,0,0,230,239,51,33,0,0,327,764,211,75,0,0,1051,1112,241,81,0,0,1445,1777,163,54,0,0,1997,749,69,19,0,0,844,644,42,23,0,0,714,367,16,18,0,0,405,355,56,23,0,0,437,6771,977,367,0,0,8126
POA6164,389,31,7,0,0,430,111,3,0,0,0,112,136,5,6,0,0,145,228,13,10,0,0,249,305,17,17,0,0,344,1143,114,72,0,0,1324,2178,167,63,0,0,2408,3404,146,48,0,7,3599,1579,41,9,0,0,1627,996,25,12,0,0,1027,534,11,0,0,0,549,560,31,10,0,6,601,11553,598,254,0,8,12414
POA6165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,10
POA6166,62,4,0,0,0,63,22,0,0,0,0,22,12,0,0,0,0,12,28,0,0,0,0,30,54,0,0,0,0,55,121,8,3,0,0,134,209,14,0,0,0,220,397,4,3,0,0,402,261,7,0,0,0,264,219,0,0,0,0,220,133,3,0,0,0,130,123,0,0,0,0,120,1620,38,14,5,0,1681
POA6167,188,0,0,0,0,194,93,0,0,0,0,100,83,3,0,0,0,90,152,3,5,0,0,155,291,12,13,0,0,313,940,22,20,0,0,985,1092,15,5,0,0,1113,1011,10,3,0,0,1023,352,0,0,0,0,353,204,0,0,0,0,201,118,0,0,0,0,118,236,0,0,0,0,238,4747,71,64,0,3,4882
POA6168,137,20,7,0,0,167,75,8,6,0,0,88,64,7,5,0,0,75,106,27,8,5,0,143,182,31,16,0,0,228,611,50,33,0,0,698,598,25,24,0,0,652,495,21,12,0,0,534,143,7,9,0,0,160,106,6,7,0,0,123,71,5,9,0,0,84,163,12,3,0,0,180,2756,223,140,6,0,3124
POA6169,230,4,8,0,0,242,97,4,0,0,0,103,86,0,0,0,0,86,175,0,7,0,0,182,248,11,11,0,0,273,1060,21,17,0,0,1091,1324,12,9,0,0,1348,1126,8,12,5,0,1142,384,0,3,0,0,390,245,0,4,0,0,243,137,0,0,0,0,138,310,9,4,0,0,319,5418,70,71,5,0,5561
POA6170,62,0,0,0,0,61,27,0,0,0,0,30,22,0,0,0,0,24,53,0,0,0,0,52,76,0,0,0,0,77,468,8,4,0,0,474,848,11,4,0,0,859,1100,10,6,0,0,1115,343,0,0,0,0,348,174,3,0,0,0,173,101,0,0,0,0,107,174,4,0,0,0,185,3456,39,10,0,0,3511
POA6171,126,4,0,0,0,126,51,0,0,0,0,50,41,4,0,0,0,47,101,5,0,0,0,104,140,6,0,0,0,150,816,31,0,3,3,847,1736,23,0,0,0,1751,2430,18,0,0,0,2450,800,4,0,0,0,806,391,0,0,0,0,387,253,0,0,0,0,252,370,4,0,0,0,371,7249,99,4,4,4,7357
POA6172,73,6,0,0,0,75,34,0,0,0,0,36,23,0,0,0,0,27,58,0,0,0,0,58,90,5,0,0,0,92,394,4,0,0,0,399,554,6,0,0,0,559,593,4,0,0,0,596,172,0,0,0,0,172,101,0,0,0,0,101,63,0,0,0,0,63,150,0,0,0,0,150,2315,18,0,0,0,2328
POA6173,73,0,0,0,0,69,27,0,0,0,0,27,12,0,0,0,0,13,29,0,0,0,0,29,38,0,0,0,0,38,239,5,0,0,0,243,399,0,0,0,0,399,730,3,0,0,0,733,310,0,0,0,0,315,229,0,0,0,0,229,119,0,0,0,0,119,138,0,0,0,0,138,2350,9,0,0,0,2363
POA6174,15,0,0,0,0,20,12,0,0,0,0,13,15,0,0,0,0,15,17,0,0,0,0,17,31,0,0,0,0,31,184,0,0,0,0,190,265,11,0,0,9,278,326,0,0,0,12,335,107,0,0,0,0,107,74,0,0,0,0,74,24,0,0,0,0,28,53,0,0,0,0,57,1113,14,0,0,22,1150
POA6175,19,0,0,0,0,19,14,0,0,0,0,14,9,0,0,0,0,9,11,0,0,0,0,11,18,0,0,0,0,18,81,0,0,0,0,81,160,0,0,0,0,160,211,0,0,0,0,211,94,0,0,0,0,94,51,0,0,0,0,51,37,0,0,0,0,37,62,0,0,0,0,62,771,0,0,0,0,771
POA6176,9,0,0,0,0,9,5,0,0,0,0,5,0,0,0,0,0,0,9,0,0,0,0,9,10,0,0,0,0,10,40,0,0,0,0,40,117,0,0,0,0,117,126,0,0,0,0,126,32,0,0,0,0,32,24,0,0,0,0,24,25,0,0,0,0,25,20,0,0,0,0,20,407,0,0,0,0,407
POA6180,24,0,0,0,0,23,10,0,0,0,0,10,14,0,0,0,0,14,26,0,0,0,0,26,23,0,0,0,0,21,175,0,0,0,0,178,332,0,0,0,0,330,388,0,0,0,0,388,101,0,0,0,0,101,55,0,0,0,0,55,45,0,0,0,0,45,61,0,0,0,0,61,1246,3,0,0,0,1254
POA6181,9,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7,5,0,0,0,0,5,19,0,0,0,0,19,14,0,0,0,0,14,10,0,0,0,0,10,10,0,0,0,0,10,3,0,0,0,0,3,92,0,0,0,0,92
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,11,0,0,0,0,12,0,0,0,5,0,4,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,14,0,0,0,0,14,25,0,0,0,0,25,49,0,0,0,0,49,39,0,0,0,0,42,36,0,0,0,0,36,18,0,0,0,0,18,18,0,0,0,0,18,227,0,0,5,0,232
POA6208,61,0,0,0,0,65,36,0,0,0,0,39,29,0,0,0,0,29,54,4,0,0,0,59,97,0,0,0,0,99,294,0,0,0,0,301,381,4,0,5,0,390,433,4,0,0,0,433,176,0,0,0,0,174,131,0,0,0,0,131,70,0,0,0,0,70,98,0,0,0,0,98,1862,18,0,5,0,1876
POA6209,17,0,0,0,0,17,3,0,0,0,0,3,8,0,0,0,0,8,12,0,0,0,0,12,4,0,0,0,0,3,25,0,0,0,0,22,37,0,0,0,0,37,41,0,0,0,0,41,26,0,0,0,0,26,29,0,0,0,0,29,19,0,0,0,0,19,21,0,0,0,0,21,244,0,0,4,0,243
POA6210,389,42,15,0,0,441,183,25,5,0,0,212,151,32,3,0,0,186,306,34,7,0,0,350,423,57,18,3,0,500,1574,124,26,0,0,1725,1978,70,21,0,0,2068,2183,52,19,0,0,2260,768,19,3,0,0,795,544,15,21,0,0,575,369,11,11,0,0,394,572,25,12,0,0,608,9441,509,158,3,0,10113
POA6211,50,3,0,0,0,57,31,0,0,0,0,32,18,0,0,0,0,21,33,0,0,3,0,38,47,0,0,0,0,46,151,3,0,0,0,158,255,0,0,0,0,253,394,0,0,0,0,395,132,0,5,0,0,138,97,0,0,0,0,97,57,0,0,0,0,62,77,0,0,0,0,78,1338,12,8,3,0,1361
POA6213,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,12,0,0,0,0,12,19,0,0,0,0,19,7,0,0,0,0,7,9,0,0,0,0,9,7,0,0,0,0,7,0,0,0,0,0,0,71,0,0,0,0,71
POA6214,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,14,0,0,0,0,17,13,0,0,0,0,13,26,0,0,0,0,26,9,0,0,0,0,9,12,0,0,0,0,12,5,0,0,0,0,5,11,0,0,0,0,11,93,0,0,0,0,96
POA6215,22,0,0,0,0,22,8,0,0,0,0,8,14,0,0,0,0,12,26,0,0,0,0,26,39,0,0,0,0,39,97,0,0,0,0,97,116,0,0,0,0,118,108,0,0,0,0,111,49,0,0,0,0,49,37,0,0,0,0,37,16,0,0,0,0,16,38,0,0,0,0,37,573,0,0,0,3,581
POA6218,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,8,4,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,9,15,0,0,0,0,15,14,0,0,0,0,14,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,68,0,0,0,0,68
