POA_CODE_2021,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_resp,Samoan_BP_B_OS,Samoan_FO_B_OS,Samoan_MO_B_OS,Samoan_BP_B_Aus,Samoan_BP_NS,Samoan_Tot_resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_resp
POA7050,68,559,413,3920,32,4992,0,22,6,512,8,548,1142,7,23,11,0,1183,16,4,3,17,0,40,314,83,54,196,5,652,1210,527,392,3882,45,6056,100,7,24,9,0,140,39,6,4,23,0,72,172,45,45,337,4,603,18,11,3,45,0,77,17,0,6,13,0,36,152,5,4,13,0,174,205,102,65,1171,9,1552,71,47,17,96,0,231,91,3,9,0,0,103,6,0,0,0,0,6,10,0,0,0,0,10,3,8,5,8,0,24,10,14,4,4,0,32,30,12,18,13,0,73,54,12,10,66,0,142,24,0,0,4,0,28,7,0,3,0,0,10,256,136,84,933,4,1413,0,0,0,0,0,0,76,12,9,3,0,100,42,5,0,13,0,60,28,5,0,0,0,33,68,0,4,3,0,75,53,17,9,34,0,113,1037,117,106,195,5,1460,46,0,3,72,387,508,4506,987,726,7882,486,14587
POA7052,31,316,209,2157,32,2745,0,12,7,212,0,231,248,3,14,7,0,272,10,6,0,3,0,19,144,50,30,101,0,325,681,327,256,2197,23,3484,33,0,8,0,0,41,32,0,4,9,0,45,109,36,27,206,4,382,15,8,0,24,0,47,10,9,0,5,0,24,58,10,0,3,0,71,140,68,41,711,0,960,62,24,15,93,4,198,51,0,3,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,6,0,14,8,0,3,0,0,11,18,16,3,0,0,37,30,10,3,31,0,74,15,5,3,10,0,33,0,0,0,0,0,0,177,94,64,558,0,893,7,0,0,0,0,7,74,14,9,4,0,101,17,0,0,6,0,23,6,0,0,0,0,6,16,0,0,3,0,19,26,6,6,22,0,60,398,87,51,137,4,677,14,0,0,31,162,207,1963,631,431,4453,217,7695
POA7053,20,177,150,891,0,1238,0,3,3,42,0,48,114,3,5,3,0,125,4,0,0,6,0,10,46,22,0,25,0,93,438,197,136,951,4,1726,14,0,3,0,0,17,18,9,0,10,0,37,66,12,18,68,0,164,14,5,0,10,0,29,3,0,3,0,0,6,31,0,0,0,0,31,85,43,26,370,0,524,30,9,6,42,0,87,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,7,4,0,3,0,0,7,4,6,7,6,0,23,16,3,0,8,0,27,8,0,0,0,0,8,0,0,0,0,0,0,95,62,39,346,4,546,4,0,0,0,0,4,6,3,3,0,0,12,10,9,3,0,0,22,3,0,0,4,0,7,8,3,0,3,0,14,31,0,7,19,0,57,221,49,19,70,0,359,10,0,0,16,81,107,1030,355,244,1916,86,3631
POA7054,36,436,345,3226,26,4069,0,11,8,471,3,493,71,5,17,11,0,104,8,3,3,4,0,18,188,70,41,223,3,525,942,407,321,2688,25,4383,7,8,0,0,0,15,35,7,8,15,0,65,149,38,30,256,0,473,10,5,7,19,0,41,12,5,0,7,0,24,32,3,0,8,0,43,161,80,47,864,4,1156,47,29,6,94,0,176,18,0,0,0,0,18,3,0,0,15,0,18,0,0,0,0,0,0,8,9,0,9,0,26,7,0,5,0,0,12,27,14,15,8,0,64,28,13,4,20,0,65,21,0,0,4,0,25,7,0,0,0,0,7,216,93,88,699,4,1100,0,0,0,6,0,6,35,7,13,0,0,55,12,7,3,3,0,25,4,0,0,3,0,7,0,6,0,0,0,6,34,12,12,21,0,79,297,91,84,146,8,626,5,7,4,63,238,317,1858,763,597,6090,302,9610
POA7055,0,20,21,186,0,227,0,0,0,26,0,26,11,0,0,0,0,11,0,0,0,0,0,0,10,0,3,11,0,24,31,19,18,170,0,238,4,0,4,0,0,8,3,0,0,0,0,3,3,0,0,14,0,17,0,0,0,0,0,0,0,0,4,0,0,4,4,0,0,4,0,8,13,0,5,61,0,79,3,0,3,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,40,0,52,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,10,16,0,43,3,0,0,0,12,15,97,30,37,368,13,545
POA7109,50,333,259,3436,47,4125,6,16,10,673,19,724,51,3,10,9,0,73,11,0,0,3,0,14,93,41,20,86,0,240,827,341,261,3000,60,4489,22,0,10,6,0,38,33,8,5,19,0,65,134,49,23,247,6,459,15,3,0,10,0,28,12,3,3,5,0,23,25,5,3,5,0,38,154,78,49,850,6,1137,59,7,0,56,3,125,11,3,5,0,0,19,0,0,0,3,0,3,0,0,0,0,0,0,7,3,0,8,0,18,7,3,0,0,0,10,19,13,7,6,0,45,26,7,3,15,0,51,16,5,5,0,0,26,0,0,0,0,0,0,174,87,68,554,9,892,3,0,0,3,0,6,21,8,8,0,0,37,30,0,0,8,0,38,3,0,0,0,0,3,7,3,0,0,0,10,26,6,3,31,0,66,314,76,69,134,7,600,9,6,0,83,558,656,1641,635,467,6449,683,9875
POA7112,19,126,99,941,24,1209,0,11,9,380,3,403,8,0,0,4,0,12,0,0,0,3,0,3,50,13,14,19,0,96,394,147,92,954,26,1613,5,0,0,0,0,5,24,5,5,4,0,38,50,18,3,101,0,172,7,4,0,4,0,15,0,0,0,6,0,6,12,0,0,0,0,12,92,28,27,416,14,577,18,3,0,12,0,33,3,0,0,0,0,3,7,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,13,5,3,5,0,26,16,3,5,3,0,27,3,0,0,3,0,6,0,0,0,0,0,0,103,47,25,247,6,428,0,0,0,0,0,0,12,0,0,0,0,12,5,0,3,6,0,14,0,0,0,0,0,0,6,0,3,0,0,9,17,6,5,3,0,31,96,38,22,40,0,196,10,3,6,12,184,215,723,263,180,2086,236,3488
POA7113,9,48,50,386,3,496,0,0,0,70,0,70,7,0,4,0,0,11,0,0,0,0,0,0,8,7,0,0,0,15,143,46,28,291,9,517,7,0,0,0,0,7,5,0,0,0,0,5,29,12,7,26,0,74,0,0,0,0,0,0,3,3,0,6,0,12,0,0,0,0,0,0,25,15,14,87,0,141,7,6,0,10,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,32,3,3,64,0,102,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,7,0,0,6,0,13,50,14,15,27,0,106,7,0,0,5,146,158,269,86,67,720,161,1303
POA7116,10,73,68,860,19,1030,0,3,5,225,8,241,9,0,4,6,0,19,0,0,0,0,0,0,21,3,5,11,0,40,231,66,67,729,24,1117,12,0,9,0,0,21,6,0,0,7,0,13,28,8,9,55,0,100,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,26,17,11,219,0,273,11,4,3,16,0,34,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,7,17,8,3,4,0,32,0,8,4,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,45,23,17,182,0,267,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,12,0,23,80,21,22,28,0,151,4,3,3,11,141,162,423,137,125,1616,186,2487
POA7117,4,18,17,272,8,319,0,0,0,104,0,104,12,0,0,0,0,12,0,0,0,0,0,0,6,0,0,3,0,9,90,21,18,273,0,402,6,0,0,0,0,6,0,0,0,0,0,0,3,0,0,25,0,28,0,0,4,0,0,4,7,0,0,3,0,10,0,0,0,0,0,0,21,5,6,82,0,114,0,3,0,3,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,6,0,16,3,0,0,0,0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,3,4,74,0,93,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,30,8,0,13,0,51,0,0,0,12,38,50,171,42,32,619,55,919
POA7119,0,0,0,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,39
POA7120,7,30,23,729,12,801,0,0,3,88,0,91,3,0,0,0,0,3,3,0,0,0,0,3,8,10,0,9,0,27,85,44,24,722,31,906,4,0,0,0,0,4,5,0,0,0,0,5,4,3,0,35,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,0,146,7,179,5,0,0,4,0,9,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,3,0,0,0,0,3,0,0,0,5,0,5,0,0,0,0,0,0,21,10,9,159,3,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,13,20,6,3,17,0,46,0,0,0,23,131,154,151,62,46,1452,178,1889
POA7139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3
POA7140,30,282,185,4827,67,5391,0,9,7,679,12,707,38,0,0,16,0,54,5,3,0,5,0,13,80,22,11,24,0,137,594,291,187,4455,104,5631,23,0,12,0,0,35,21,3,0,16,0,40,79,30,17,293,3,422,12,4,3,8,0,27,8,0,4,0,0,12,21,6,0,5,0,32,108,61,22,944,10,1145,28,20,3,54,0,105,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,6,0,0,8,0,14,13,4,0,3,0,20,27,14,12,4,0,57,32,11,0,23,0,66,6,0,0,0,0,6,5,0,0,0,0,5,146,63,50,613,8,880,9,0,0,0,0,9,8,0,7,0,0,15,8,0,3,0,0,11,3,0,0,0,0,3,5,0,0,0,0,5,26,3,5,14,0,48,197,59,31,190,8,485,8,3,10,122,671,814,1215,505,327,9180,846,12073
POA7150,19,119,99,981,24,1242,0,3,0,151,4,158,7,4,3,10,0,24,3,0,0,0,0,3,34,12,10,23,0,79,323,125,101,916,23,1488,4,0,0,0,0,4,23,5,0,10,0,38,47,18,10,91,3,169,0,0,5,3,0,8,8,5,3,4,0,20,6,0,0,4,0,10,53,24,17,302,3,399,22,20,0,27,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,7,8,0,0,0,0,8,11,3,5,3,0,22,12,3,3,7,0,25,9,0,0,3,0,12,0,0,0,0,0,0,87,38,18,244,6,393,0,0,0,0,0,0,11,0,0,0,0,11,7,3,0,0,0,10,0,0,0,0,0,0,4,0,0,0,0,4,13,0,4,11,0,28,118,27,22,43,0,210,0,0,0,19,140,159,630,236,181,1959,192,3198
POA7155,0,47,36,260,13,356,0,7,0,31,0,38,3,0,0,0,0,3,0,0,0,0,0,0,15,5,3,4,0,27,102,47,32,278,0,459,0,0,0,3,0,3,5,8,0,9,0,22,22,8,4,20,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7,0,108,0,132,6,0,0,7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,4,0,0,5,0,9,3,0,0,0,0,3,8,0,0,0,0,8,0,0,0,0,0,0,25,10,6,75,0,116,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,43,7,9,23,0,82,0,0,0,0,41,41,208,76,55,547,52,938
POA7162,7,27,24,186,3,247,0,0,0,8,0,8,7,0,0,0,0,7,0,0,0,0,0,0,14,0,0,5,0,19,110,28,13,162,13,326,0,0,0,0,0,0,3,0,0,0,0,3,15,4,8,16,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,0,70,0,96,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,11,11,78,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,9,8,11,0,45,0,0,0,0,20,20,185,44,35,371,31,666
POA7163,0,15,11,88,9,123,0,0,0,11,0,11,3,0,0,0,0,3,3,0,0,0,0,3,8,0,0,0,0,8,37,11,11,138,5,202,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,14,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,39,0,48,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,28,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,19,7,0,4,0,30,0,0,0,0,33,33,86,20,21,227,45,399
POA7170,15,205,141,2029,13,2403,0,0,5,109,0,114,47,3,3,6,0,59,3,3,0,5,0,11,37,8,6,35,0,86,388,215,168,2114,20,2905,8,0,0,0,0,8,7,0,0,14,0,21,67,21,16,150,0,254,15,4,4,13,0,36,10,0,0,0,0,10,20,3,5,0,0,28,73,55,27,560,3,718,35,5,4,57,0,101,9,0,0,0,0,9,8,0,0,4,0,12,0,0,0,0,0,0,0,0,3,3,0,6,5,0,0,0,0,5,15,8,3,5,0,31,25,9,0,34,0,68,3,0,0,6,0,9,0,0,0,0,0,0,84,54,20,449,0,607,0,0,0,4,0,4,8,4,0,0,0,12,11,0,0,0,0,11,5,0,0,0,0,5,13,0,0,0,0,13,16,4,0,19,0,39,164,34,34,63,0,295,8,4,5,38,113,168,856,363,267,4097,150,5733
POA7171,20,110,99,1377,21,1627,0,7,3,140,0,150,24,0,0,3,0,27,0,0,3,3,0,6,30,6,3,20,0,59,218,114,105,1300,22,1759,21,3,9,0,0,33,8,0,0,9,0,17,34,16,4,111,3,168,12,3,0,6,0,21,0,3,0,0,0,3,23,0,8,0,0,31,45,19,20,367,0,451,18,4,0,25,0,47,0,0,0,5,0,5,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,4,8,3,5,0,20,8,5,3,9,0,25,15,5,3,10,0,33,3,0,0,0,0,3,0,0,0,0,0,0,44,33,24,274,3,378,0,0,0,5,0,5,15,3,0,0,0,18,4,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,13,0,19,145,33,25,54,0,257,7,5,0,42,139,193,540,228,179,2690,185,3822
POA7172,8,111,87,1732,14,1952,0,4,4,164,0,172,13,4,0,0,0,17,4,0,0,6,0,10,32,15,3,9,0,59,223,128,74,1628,32,2085,18,0,0,3,0,21,0,0,0,9,0,9,35,13,3,70,7,128,6,4,0,3,0,13,4,0,0,0,0,4,33,7,6,0,0,46,34,22,10,347,12,425,21,3,6,16,0,46,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,3,0,0,0,0,3,10,6,3,0,0,19,10,3,3,3,0,19,3,0,0,4,0,7,0,0,0,0,0,0,56,21,21,259,0,357,3,0,0,0,0,3,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,9,0,0,7,0,16,164,15,18,56,4,257,7,8,0,53,173,241,567,209,143,3288,231,4438
POA7173,21,270,186,2746,29,3252,0,10,3,323,0,336,14,0,0,10,0,24,9,0,0,0,0,9,54,30,17,32,0,133,414,252,184,2523,49,3422,11,6,13,0,0,30,14,3,0,18,0,35,75,34,13,202,3,327,13,7,0,13,0,33,5,0,0,0,0,5,10,3,10,0,0,23,79,48,29,623,14,793,22,17,4,57,0,100,3,0,0,0,0,3,0,3,0,0,0,3,0,4,0,0,0,4,5,0,0,0,0,5,10,3,0,8,0,21,17,10,4,11,0,42,15,0,4,24,0,43,12,3,0,0,0,15,0,0,0,0,0,0,117,64,41,513,0,735,9,0,0,4,0,13,10,4,3,0,0,17,14,4,0,3,0,21,0,0,0,0,0,0,3,0,0,0,0,3,27,6,0,6,0,39,152,56,37,93,0,338,6,3,3,70,503,585,867,467,321,5270,590,7515
POA7174,0,5,8,66,0,79,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,6,3,5,95,0,109,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,16,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,22,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,8,0,0,0,0,10,10,17,8,8,160,13,206
POA7175,0,3,4,61,0,68,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,15,7,3,72,0,97,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,24,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,10,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,7,0,0,0,0,7,7,22,16,14,126,7,185
POA7176,0,3,7,69,0,79,0,0,0,9,0,9,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,9,9,3,57,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,11,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,0,0,0,3,0,0,0,0,20,20,24,17,8,121,20,190
POA7177,6,9,12,145,4,176,0,0,0,31,0,31,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,30,3,17,173,0,223,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,14,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,76,0,80,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,49,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,13,0,4,13,0,30,0,0,0,5,12,17,62,8,33,332,16,451
POA7178,0,5,6,92,6,109,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,10,36,9,5,92,0,142,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,27,0,37,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,25,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,8,4,0,7,0,19,0,0,0,0,24,24,68,18,10,201,33,330
POA7179,0,17,12,131,0,160,0,0,0,22,0,22,3,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,10,34,13,8,131,10,196,4,0,0,0,0,4,3,0,0,0,0,3,9,0,0,10,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,32,0,38,0,3,0,9,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,26,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,0,3,0,17,0,0,0,7,18,25,74,31,14,280,22,421
