POA_CODE_2021,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
POA5550,3,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,5,0,0,3,4,0,5,0,9,4,0,3,0,4,15,0,5,0,18,5,6,3,0,22,11,13,7,0,24,9,6,4,0,19,3,7,4,0,14,8,10,0,0,23,14,21,3,0,41,6,12,0,0,15,4,6,0,0,8,0,0,0,0,4,4,6,0,0,7,3,13,0,0,18,0,0,0,0,3,102,97,39,7,243
POA5552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,7,3,0,0,0,9,3,0,3,0,6,4,0,0,0,3,3,9,0,0,10,4,5,0,0,10,0,4,0,0,6,4,0,0,0,7,0,0,0,0,4,4,3,0,0,3,0,0,0,0,3,5,4,0,0,8,0,7,0,0,9,0,0,0,0,5,40,39,12,0,89
POA5554,5,0,0,0,7,9,0,0,0,9,0,0,5,0,10,13,0,12,0,23,15,0,17,0,32,12,3,28,0,42,115,7,31,3,154,72,15,40,4,129,60,28,38,0,127,55,56,24,0,129,41,38,19,0,103,53,43,3,3,102,66,95,12,0,174,59,55,0,0,119,28,37,4,0,69,12,20,0,0,37,27,40,3,0,66,44,63,20,0,129,20,4,10,0,35,695,506,261,17,1486
POA5555,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,29,0,0,0,29,14,0,3,0,18,11,6,3,0,20,6,4,0,0,13,9,0,0,0,7,0,0,0,0,3,8,7,0,0,17,0,4,0,0,3,7,3,0,0,9,0,5,0,0,5,3,5,0,0,7,5,4,0,0,8,7,0,0,0,9,95,47,10,0,156
POA5556,18,0,6,0,23,12,0,0,0,12,7,0,0,0,6,0,0,3,0,7,27,0,14,0,46,14,3,23,0,42,152,8,29,0,192,87,12,40,0,139,76,26,18,4,126,78,17,15,7,116,19,17,12,0,47,36,23,0,3,66,50,49,12,0,110,33,35,5,0,73,17,13,0,0,33,5,9,0,0,18,22,26,0,0,49,33,46,16,0,100,22,3,7,0,33,716,288,207,20,1235
POA5558,12,0,5,0,18,11,0,0,0,13,9,0,4,0,14,4,0,4,0,9,29,0,20,0,55,24,3,17,0,49,196,5,14,3,225,112,17,26,0,154,97,26,22,0,139,130,36,21,0,189,33,16,6,0,58,44,27,5,0,81,69,49,6,0,129,34,32,3,0,69,35,29,0,0,65,13,16,0,0,30,35,27,0,0,60,45,51,9,0,108,21,4,11,0,39,965,341,177,23,1503
POA5560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,3,0,3,0,5,12,0,0,0,13,4,0,0,0,12,3,6,0,0,12,7,4,4,0,9,0,3,0,0,6,3,4,0,0,4,0,5,0,0,7,3,3,0,0,13,0,0,0,0,0,0,0,0,0,0,3,4,0,0,11,0,7,4,0,8,0,0,0,0,0,52,46,15,0,118
POA5570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,10,7,0,0,0,8,29,3,0,0,34,22,4,5,0,25,8,0,3,0,16,14,3,0,0,14,4,5,0,0,5,5,0,0,0,10,3,0,0,0,7,0,7,0,0,4,3,0,0,0,3,0,4,0,0,0,6,6,0,0,7,3,5,0,0,9,3,0,0,0,5,119,30,16,3,159
POA5571,9,0,0,0,10,8,0,0,0,8,0,0,0,0,8,7,0,0,0,3,14,0,0,0,17,11,0,3,0,15,88,0,5,0,93,42,4,0,0,45,33,4,6,0,45,39,12,8,0,56,24,8,0,0,34,18,13,0,0,31,32,27,0,0,62,19,12,0,0,31,7,7,0,0,15,0,6,0,0,8,15,9,0,0,24,13,27,3,0,47,4,0,0,0,11,393,127,39,3,562
POA5572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,3,3,0,0,7,3,0,0,0,3,0,0,0,0,0,0,5,0,0,7,0,0,0,0,4,4,6,0,0,7,0,0,0,0,4,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,26,19,4,0,43
POA5573,12,0,0,0,11,4,3,0,0,10,0,0,3,0,4,0,0,0,0,5,8,0,11,0,22,5,0,5,0,13,46,0,8,0,56,36,3,3,0,47,22,15,9,0,51,23,25,4,0,49,13,12,3,0,28,15,16,0,0,33,29,31,4,0,68,22,21,0,0,42,12,13,0,0,26,10,10,0,0,18,16,7,0,0,24,14,28,10,0,54,11,0,12,0,22,296,187,79,15,566
POA5575,13,4,0,0,18,3,0,0,0,5,0,0,0,0,8,6,0,5,0,3,20,0,4,0,22,7,0,3,0,11,73,3,4,0,84,45,4,5,5,50,43,15,11,0,68,50,22,13,0,80,28,13,8,0,44,22,12,0,0,37,30,31,3,0,62,25,17,0,0,43,7,6,0,0,13,7,10,0,0,16,14,15,0,0,33,21,20,7,0,55,13,0,7,0,18,432,173,66,7,676
POA5576,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,39,3,0,0,42,19,6,0,0,28,15,11,3,0,24,18,7,0,0,25,4,9,0,0,16,9,3,0,0,13,12,13,0,0,32,4,13,0,0,14,3,3,0,0,12,0,0,0,0,5,7,9,0,0,18,11,12,4,0,30,0,0,4,0,8,166,93,22,3,288
POA5577,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,0,3,5,0,0,0,5,0,0,5,0,3,13,3,0,0,15,10,0,0,0,14,10,3,0,0,19,10,3,0,0,11,4,4,0,0,9,5,3,3,0,12,7,4,0,0,10,0,0,0,0,4,3,4,0,0,10,0,3,0,0,3,6,3,0,0,10,4,7,4,0,15,9,0,0,0,10,83,40,16,3,144
POA5580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,9,0,3,0,0,11,3,5,0,0,7,9,5,0,0,13,9,4,0,0,10,3,3,0,0,7,3,8,0,0,9,0,5,0,0,4,6,0,0,0,9,0,0,0,0,0,0,0,0,0,5,3,4,0,0,10,0,0,0,0,0,53,36,8,0,103
POA5581,0,0,0,0,3,0,0,0,0,0,9,0,0,0,9,0,0,0,0,0,9,0,0,0,9,6,0,0,0,6,34,0,0,0,35,9,0,0,0,10,15,0,0,0,16,11,3,0,0,21,6,0,0,0,10,4,0,0,0,3,16,0,0,0,18,4,4,0,0,7,6,0,0,0,12,0,0,0,0,0,7,4,0,0,7,3,0,0,0,13,4,0,0,0,4,140,23,15,4,177
POA5582,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,5,21,0,0,0,21,11,0,0,0,20,13,0,0,0,15,10,5,0,0,17,10,3,0,0,9,10,0,0,0,9,10,5,0,0,14,5,5,0,0,8,4,0,0,0,4,4,0,0,0,7,4,0,0,0,0,6,9,5,0,20,5,0,0,0,5,126,36,10,0,173
POA5583,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,12,7,0,5,0,13,34,0,0,0,38,18,0,5,0,25,9,4,5,0,22,15,8,0,0,21,7,4,0,0,12,9,3,0,0,10,6,5,4,0,16,6,0,0,0,3,0,3,0,0,8,0,0,0,0,3,0,10,0,0,9,5,8,6,0,23,3,0,0,0,8,143,42,36,0,223
POA5600,19,0,6,0,29,4,0,0,0,5,4,0,3,0,5,3,0,0,0,3,11,4,13,0,31,13,5,12,3,31,96,3,17,4,117,67,5,18,0,91,61,12,23,4,97,76,25,28,0,128,37,17,23,0,78,53,24,13,0,81,94,97,26,0,212,78,88,12,0,179,51,85,9,0,147,41,80,0,0,118,59,119,3,0,177,38,76,5,0,118,14,3,4,0,21,815,638,218,15,1682
POA5601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,17,6,0,0,24
POA5602,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,6,8,0,3,0,9,3,0,0,0,3,35,3,4,0,45,22,0,3,0,22,21,3,3,0,27,32,10,0,0,41,4,9,4,0,18,5,12,5,0,20,12,22,0,0,38,14,18,0,0,28,10,5,0,0,20,5,4,0,0,9,11,9,0,0,14,14,25,0,0,44,4,0,0,0,9,211,117,31,5,357
POA5603,7,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,7,12,4,0,0,13,4,0,5,0,9,6,4,3,0,11,10,7,4,0,11,0,0,0,0,4,4,3,0,0,9,3,9,0,0,13,7,5,0,0,6,0,0,0,0,5,0,0,0,0,0,0,3,0,0,3,0,11,0,0,11,0,0,0,0,4,58,46,14,0,115
POA5604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,5,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,3,0,0,0,3,3,0,0,0,9,0,5,0,0,9,0,0,0,0,0,3,0,0,0,6,7,0,0,0,6,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,32,13,5,0,55
POA5605,4,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,0,0,0,10,0,3,4,0,9,66,4,3,0,73,28,0,4,0,33,27,9,9,0,41,32,6,11,0,51,16,14,3,0,31,17,12,4,0,29,36,18,4,0,64,16,20,0,0,41,19,12,0,0,29,10,3,0,0,9,11,18,0,0,27,10,19,4,0,28,6,0,0,0,9,313,143,55,0,509
POA5606,24,4,12,0,37,8,0,3,0,11,13,0,11,0,28,7,0,27,0,34,45,4,41,0,98,41,4,62,0,108,214,10,87,3,310,119,24,81,10,231,146,58,100,7,317,179,100,66,4,350,76,90,49,5,226,106,95,33,3,245,215,237,43,4,500,127,178,9,0,321,72,126,5,0,204,24,78,4,0,108,89,124,11,4,226,126,171,58,5,364,30,6,12,3,50,1666,1311,726,58,3766
POA5607,5,6,5,0,12,6,0,0,0,6,0,0,0,0,3,4,0,0,0,11,24,4,5,0,31,19,4,3,0,27,66,14,8,0,90,74,14,21,3,111,55,28,14,0,97,68,36,11,0,121,39,45,6,0,94,52,44,8,0,107,80,88,4,0,171,66,73,3,0,141,29,64,0,0,93,20,40,0,0,63,34,52,3,0,88,59,88,10,0,157,0,5,5,0,16,699,601,124,5,1428
POA5608,15,8,19,0,40,4,4,4,0,18,0,3,27,3,29,7,0,35,3,43,45,10,81,4,140,37,7,93,10,142,211,39,94,8,349,125,47,127,12,309,119,57,100,9,276,124,72,73,6,274,60,62,47,8,166,84,67,36,0,187,118,165,40,4,327,90,124,21,6,243,66,100,10,5,177,35,53,4,0,93,35,95,9,4,133,73,116,68,0,254,44,14,29,0,82,1285,1033,912,64,3293
POA5609,3,0,0,0,8,0,0,0,0,4,0,0,0,0,0,0,0,6,0,6,9,0,0,0,9,3,0,7,0,7,27,0,7,0,42,13,0,6,0,20,11,6,6,0,23,12,11,9,0,31,7,10,10,0,28,15,11,5,0,27,30,40,12,0,79,14,34,4,0,58,34,44,0,0,74,7,17,0,0,25,17,54,0,0,76,15,36,0,0,48,0,5,0,0,6,211,271,78,4,562
POA5611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,3,0,0,0,0,0,5,8,7,0,19
POA5630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,5,0,0,4,0,0,0,0,4,5,0,0,0,3,0,0,0,0,0,0,5,0,0,11,0,0,0,0,7,0,0,0,0,0,16,23,0,0,42
POA5631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,9,0,6,0,14,9,4,5,0,14,8,3,4,0,10,23,10,3,0,39,3,9,0,0,13,14,14,0,0,32,23,19,4,3,44,7,16,0,0,25,8,15,0,0,26,3,6,0,0,6,8,17,0,0,25,3,18,3,0,26,0,0,4,0,4,134,127,26,3,287
POA5632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,3,4,0,0,12,4,3,0,0,9,0,0,0,0,4,5,0,0,0,5,3,3,0,0,10,4,4,0,0,4,0,0,0,0,0,23,28,6,0,58
POA5633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,0,9,5,3,0,0,4,0,6,0,0,10,0,0,0,0,0,3,3,0,0,5,4,0,0,0,11,0,0,0,0,8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,3,0,0,10,0,0,0,0,0,32,24,4,3,69
POA5640,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,9,0,0,0,8,16,4,3,0,26,9,5,5,0,15,8,0,4,0,15,18,3,4,0,22,3,9,0,0,14,9,10,3,0,25,15,13,0,0,33,6,17,0,0,21,7,11,0,0,22,3,3,0,0,9,3,4,0,0,8,8,12,0,0,25,4,0,0,0,4,148,91,22,4,262
POA5641,5,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,13,4,0,0,18,10,3,0,0,14,13,9,3,0,25,22,13,0,0,37,6,5,0,0,11,11,3,0,0,15,24,20,0,0,41,15,17,0,0,28,0,0,0,0,6,0,5,0,0,3,11,0,0,0,11,15,17,4,0,35,5,0,0,0,5,137,100,13,0,254
POA5642,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,3,0,0,0,4,6,0,0,13,3,3,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,6,0,0,10,0,0,0,0,3,23,31,9,5,60
POA5650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,0,0,3,0,0,0,0,0,0,3,0,0,5,0,6,0,0,6,0,0,0,0,0,0,4,0,0,4,0,4,0,0,4,0,0,0,0,0,11,23,0,0,34
POA5651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,6,0,0,17
POA5652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,3,12,0,0,0,11,0,0,0,0,4,10,4,3,0,13,8,9,0,0,17,4,7,0,0,14,3,0,0,0,13,15,7,6,0,24,10,9,0,0,16,3,4,0,0,8,3,6,0,0,6,6,6,0,0,15,0,13,0,0,14,3,0,0,0,3,85,69,13,4,170
POA5653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,3,0,0,13
POA5654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,6,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,3,0,0,3,0,4,0,0,4,0,5,0,0,5,3,9,0,0,9,4,0,0,0,4,0,0,0,0,4,4,0,0,0,4,5,3,0,0,3,0,0,0,0,0,22,22,0,0,48
POA5655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,3,0,0,0,0,0,0,4,0,0,4,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,9,16,0,0,31
POA5660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10
POA5661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,4,0,0,0,0,0,16,15,6,0,33
POA5670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,0,0,0,0,0,8,0,0,0,5,3,0,3,0,13,7,4,4,0,9,10,4,0,0,14,0,0,0,0,6,5,5,3,0,7,3,5,0,0,18,5,9,0,0,18,3,5,0,0,8,0,4,0,0,3,5,0,0,0,6,7,10,0,0,17,0,0,0,0,0,60,46,13,0,122
POA5671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,4,0,0,4,0,0,0,0,0,15,15,3,0,39
POA5680,5,0,0,0,9,4,0,0,0,4,4,0,0,0,6,4,0,3,0,8,17,4,4,0,23,12,0,4,0,22,48,4,0,0,49,28,7,9,0,44,34,9,5,0,46,34,11,4,0,46,21,13,3,0,32,21,15,5,0,36,31,23,0,0,58,18,20,0,0,42,7,14,0,0,23,5,13,0,0,18,16,14,0,0,30,24,42,0,0,70,10,0,0,4,13,330,192,46,5,573
POA5690,12,0,7,0,18,0,0,0,0,6,0,3,4,0,8,0,0,3,0,4,16,5,13,0,38,3,0,16,0,24,37,12,11,0,62,37,11,18,9,67,36,9,17,0,64,38,25,17,0,81,19,18,11,0,46,20,25,16,0,62,42,36,3,6,87,31,44,9,3,84,34,44,4,0,77,10,28,0,0,39,19,48,0,0,61,27,65,22,0,113,17,18,18,4,54,408,391,181,16,993
POA5700,10,5,12,0,31,5,0,9,0,11,3,0,16,0,17,0,0,19,0,25,30,12,51,4,97,11,8,70,3,90,139,21,68,3,238,97,23,64,3,191,114,47,57,12,237,104,58,63,3,234,65,59,38,10,168,71,54,22,3,150,133,116,27,9,283,88,119,18,5,229,63,82,10,0,157,28,48,5,0,84,61,87,8,0,151,103,132,47,3,281,30,11,16,9,66,1152,884,634,69,2734
POA5701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5
POA5710,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,5,0,0,3,0,0,28,0,15,0,44,19,3,8,0,30,17,0,17,0,37,18,8,10,0,34,19,6,8,0,37,15,14,8,0,39,33,40,4,0,75,28,39,3,0,69,24,30,0,0,60,9,17,0,0,30,22,27,0,0,51,27,57,11,0,96,3,5,0,0,12,266,259,101,3,625
POA5713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA5715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,7
POA5717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,11
POA5719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,0,9
POA5720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,5,4,0,0,5,0,4,0,0,9,0,4,0,0,4,6,0,0,0,0,4,0,0,0,8,3,0,0,0,3,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,12,0,0,39
POA5722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,8,0,0,3,0,7,5,3,0,0,8,0,0,0,0,3,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,4,0,0,3,3,0,0,0,5,0,0,0,0,0,4,5,0,0,6,0,3,0,0,5,0,0,0,0,0,31,15,10,0,58
POA5723,3,0,0,0,8,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,3,0,7,0,9,0,0,3,0,7,17,5,8,0,38,13,0,4,3,29,9,4,5,0,16,10,7,5,0,25,13,5,4,0,23,3,8,4,0,11,22,16,0,0,37,10,4,0,0,18,9,0,0,0,11,0,0,0,0,5,4,7,0,0,11,16,15,6,0,40,0,4,5,0,15,143,96,52,11,303
POA5724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,6,0,0,16
POA5725,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,0,4,0,0,3,0,3,3,0,3,0,11,5,6,10,0,28,13,4,8,0,25,11,7,8,0,24,23,45,18,0,87,22,54,6,0,80,42,66,10,0,117,34,50,0,0,87,94,184,7,0,294,22,51,4,0,77,4,0,0,0,7,275,483,90,10,858
