POA_CODE_2021,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4to8_sty_blk_Ds,OPDs_F_ap_I_4to8_sty_blk_Ps,OPDs_F_ap_I_9_m_sty_blk_Ds,OPDs_F_ap_I_9_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
POA5523,712,1685,44,76,0,0,44,76,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,9,4,10,0,4,762,1774,128,..,889,1774
POA5540,5382,12481,808,1359,15,28,818,1386,105,141,0,0,0,0,0,0,0,0,106,140,19,27,0,0,3,8,4,12,27,48,18,35,6353,14095,836,..,7192,14095
POA5550,364,841,14,24,0,0,14,24,3,8,0,0,0,0,0,0,0,0,3,8,3,3,4,10,0,0,0,0,10,8,0,0,393,883,110,..,500,883
POA5552,127,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,320,55,..,185,320
POA5554,2005,4787,107,137,0,0,107,137,3,4,0,0,0,0,0,0,0,0,3,4,0,3,18,24,0,0,0,0,20,31,6,3,2142,4954,264,..,2402,4954
POA5555,206,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,464,76,..,285,464
POA5556,1730,3649,107,169,17,31,128,199,7,8,0,0,0,0,0,0,0,0,7,8,7,11,6,13,3,4,3,4,18,35,3,10,1888,3905,1010,..,2891,3905
POA5558,2028,4343,151,204,13,22,161,230,12,15,0,0,0,0,0,0,0,0,12,15,10,10,0,3,0,0,3,11,10,22,12,22,2224,4633,1181,..,3405,4633
POA5560,178,398,0,9,0,0,0,9,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,5,6,0,0,183,417,56,..,239,417
POA5570,258,501,5,0,8,3,7,10,0,0,0,0,0,0,0,0,0,0,0,0,11,23,5,9,0,0,0,0,20,33,0,0,282,541,176,..,459,541
POA5571,770,1574,30,43,22,37,50,76,0,0,0,0,0,0,0,0,0,0,0,0,47,61,5,14,0,0,11,7,63,86,7,5,884,1737,781,..,1663,1737
POA5572,57,137,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,145,21,..,78,145
POA5573,798,1820,23,57,0,0,23,57,4,3,0,0,0,0,0,0,0,0,4,3,3,4,0,0,0,0,0,0,3,4,4,10,838,1892,669,..,1508,1892
POA5575,985,2052,11,27,0,0,11,27,6,0,0,0,0,0,0,0,0,0,6,0,7,13,0,0,0,0,0,14,15,34,0,0,1011,2112,1170,..,2176,2112
POA5576,457,948,9,12,0,0,9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,4,8,0,0,474,974,164,..,637,974
POA5577,235,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,5,0,0,240,496,387,..,628,496
POA5580,153,340,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,344,138,..,299,344
POA5581,257,488,8,11,0,0,8,11,11,19,0,0,0,0,0,0,0,0,14,20,0,0,0,0,0,0,0,0,0,0,0,0,281,525,464,..,751,525
POA5582,258,522,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,3,4,0,0,268,536,243,..,508,536
POA5583,359,685,13,13,0,0,13,13,4,3,0,0,0,0,0,0,0,0,4,3,10,22,3,3,0,0,0,3,12,27,0,0,385,733,451,..,840,733
POA5600,2041,4894,355,554,7,8,363,566,93,115,39,52,0,0,0,0,4,13,137,180,4,12,0,0,0,0,0,3,9,11,7,24,2559,5679,392,..,2942,5679
POA5601,32,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,33,68,77,..,110,68
POA5602,419,942,72,143,0,0,72,143,4,10,0,0,0,0,0,0,0,0,4,10,3,10,0,0,0,0,4,7,10,22,3,3,503,1123,288,..,793,1123
POA5603,146,346,10,23,0,0,10,23,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,0,0,0,0,8,7,0,0,156,372,116,..,278,372
POA5604,91,163,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,3,9,0,0,95,181,102,..,203,181
POA5605,695,1497,57,81,0,3,58,82,49,56,0,0,0,0,0,0,0,0,49,56,9,17,0,0,3,0,6,5,16,33,6,12,824,1683,195,..,1018,1683
POA5606,4721,11214,553,931,97,215,653,1148,339,440,0,13,0,0,0,0,11,26,352,475,9,22,20,47,0,0,8,14,40,82,17,28,5780,12944,760,..,6538,12944
POA5607,1811,4530,3,12,4,8,9,21,0,0,0,0,0,0,0,0,0,6,0,6,14,46,6,17,5,10,0,6,24,75,3,16,1854,4640,879,..,2732,4640
POA5608,2263,5348,3106,6194,0,0,3106,6194,229,283,0,0,0,0,0,0,8,14,236,295,17,19,4,6,0,0,0,8,17,31,14,42,5646,11913,950,..,6595,11913
POA5609,688,1772,27,39,0,0,27,39,27,49,0,0,0,0,0,0,3,10,34,59,0,0,0,0,0,0,0,0,0,0,0,0,748,1874,73,..,823,1874
POA5611,61,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,106,31,..,91,106
POA5630,47,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,130,5,..,56,130
POA5631,379,953,12,16,0,0,12,16,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,4,7,0,0,395,985,62,..,458,985
POA5632,69,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,71,205,28,..,98,205
POA5633,101,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,234,56,..,157,234
POA5640,405,887,6,16,0,0,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,4,0,0,416,904,49,..,461,904
POA5641,358,823,6,19,0,0,6,19,4,3,0,0,0,0,0,0,0,0,4,3,4,4,0,0,0,0,0,0,5,6,0,0,373,856,176,..,544,856
POA5642,80,203,3,8,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,207,37,..,120,207
POA5650,45,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,132,31,..,80,132
POA5651,24,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,51,3,..,25,51
POA5652,234,556,7,8,0,0,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,5,0,0,251,577,60,..,316,577
POA5653,17,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,52,5,..,21,52
POA5654,81,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,88,189,34,..,122,189
POA5655,33,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,96,11,..,46,96
POA5660,13,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,31,9,..,19,31
POA5661,45,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,105,18,..,60,105
POA5670,178,403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,5,11,0,0,189,417,104,..,289,417
POA5671,58,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,5,5,16,0,0,63,152,69,..,135,152
POA5680,778,1756,5,8,0,0,5,8,8,9,0,0,0,0,0,0,0,0,8,9,7,28,8,9,0,0,0,0,14,34,0,8,815,1824,459,..,1274,1824
POA5690,1311,3339,52,79,3,3,53,79,21,35,0,0,0,0,0,0,0,0,25,37,22,43,13,20,0,0,4,3,38,69,15,21,1437,3544,365,..,1804,3544
POA5700,3366,7906,554,1219,27,62,586,1286,353,513,0,0,0,0,0,0,0,0,358,517,28,41,3,8,0,0,5,16,40,70,23,35,4359,9808,1002,..,5362,9808
POA5701,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,0,0,0,0,0,0,3,18,0,0,8,20,0,..,8,20
POA5710,767,1959,0,0,3,9,3,9,0,10,0,0,0,0,0,0,0,0,0,10,5,4,0,7,0,0,0,0,5,8,4,5,785,1992,79,..,866,1992
POA5713,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,5,..,14,11
POA5715,7,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,23,8,..,18,23
POA5717,11,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,18,36,9,..,23,36
POA5719,10,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,16,35,0,..,24,35
POA5720,79,148,6,4,0,0,3,5,3,4,0,0,0,0,0,0,0,3,6,7,0,0,0,0,0,0,0,0,0,0,3,5,90,167,142,..,234,167
POA5722,115,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,15,18,131,228,376,..,502,228
POA5723,603,1143,13,19,0,0,13,19,37,68,0,0,0,0,0,0,0,0,41,73,21,36,0,0,0,0,3,10,25,41,10,16,695,1301,473,..,1166,1301
POA5724,13,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,12,0,0,0,0,0,0,0,12,6,14,24,53,0,..,22,53
POA5725,1158,3176,0,0,0,0,0,0,33,41,0,0,0,0,0,0,0,0,33,41,0,0,3,10,0,0,0,23,7,30,3,9,1195,3256,340,..,1541,3256
POA5730,32,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,40,103,11,..,47,103
POA5731,49,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,8,19,56,121,89,..,144,121
POA5732,51,102,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,3,9,0,3,60,121,49,..,106,121
POA5733,36,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,4,5,0,0,0,0,6,10,8,9,49,100,52,..,104,100
POA5734,26,71,6,21,0,0,6,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,39,96,38,..,78,96
POA5950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
POA6000,528,1243,387,827,308,612,697,1432,365,623,790,1297,1770,2923,1886,3213,3,3,4817,8067,0,0,0,0,0,0,4,4,4,4,15,31,6064,10786,1733,..,7787,10786
POA6003,250,586,63,136,269,511,330,644,159,232,510,874,377,629,78,139,0,0,1128,1869,0,0,0,0,0,0,9,6,9,6,7,4,1724,3115,346,..,2066,3115
POA6004,214,526,10,15,326,735,338,751,99,147,559,939,1602,2809,2743,4960,0,0,4999,8853,0,0,0,0,0,0,0,0,0,0,14,14,5564,10147,1470,..,7032,10147
POA6005,265,564,132,239,245,500,373,741,103,165,560,910,1123,1900,523,847,0,0,2308,3825,0,0,0,0,0,0,0,0,0,0,0,0,2949,5129,638,..,3589,5129
POA6006,2539,6486,283,493,437,927,720,1420,242,375,192,297,180,243,0,0,4,5,618,925,0,0,0,0,0,0,7,22,7,22,3,12,3883,8864,419,..,4298,8864
POA6007,1575,3898,205,356,659,1316,864,1671,193,282,247,388,426,644,148,247,0,0,1013,1568,0,0,0,0,0,0,18,32,19,36,5,4,3478,7176,404,..,3884,7176
POA6008,3299,8704,260,528,962,1913,1217,2441,543,891,686,1017,1069,1670,34,57,0,3,2338,3643,0,0,0,0,0,0,12,12,12,12,4,14,6864,14804,839,..,7707,14804
POA6009,4230,12331,374,767,530,1176,901,1942,487,963,332,568,193,372,109,193,10,19,1135,2107,0,0,0,0,0,0,0,0,0,0,0,16,6274,16404,708,..,6982,16404
POA6010,4092,11637,798,1682,635,1328,1427,3013,313,467,279,365,721,1212,248,392,0,0,1556,2441,0,0,0,0,0,0,6,5,6,5,11,10,7093,17102,856,..,7948,17102
POA6011,2405,6681,133,287,279,584,413,868,176,294,330,500,86,143,0,0,3,9,596,947,0,0,0,0,0,0,0,0,0,0,0,4,3415,8506,536,..,3952,8506
POA6012,2160,6163,291,509,219,419,507,927,84,120,341,452,375,560,43,73,0,0,843,1205,0,0,0,0,0,0,0,0,0,0,4,7,3520,8303,413,..,3933,8303
POA6014,5074,15040,525,987,551,1104,1075,2088,477,805,1382,2428,292,423,44,62,10,15,2199,3728,0,0,0,0,0,0,0,0,0,0,17,26,8358,20889,775,..,9137,20889
POA6015,2022,6010,32,60,92,149,123,203,164,245,0,0,0,0,0,0,0,0,164,245,0,0,0,0,0,0,0,0,0,0,0,0,2309,6463,193,..,2500,6463
POA6016,2395,6705,429,879,490,1113,916,1999,447,927,183,345,18,25,127,232,0,0,773,1538,0,0,0,0,0,0,20,31,17,30,0,0,4109,10270,370,..,4474,10270
POA6017,379,887,1122,2033,133,264,1249,2297,366,608,157,267,0,0,0,0,0,0,515,880,0,0,0,0,0,0,0,0,0,0,0,3,2146,4063,209,..,2355,4063
POA6018,10560,28611,2988,5627,1450,3200,4436,8828,695,1037,98,165,248,382,0,0,10,15,1048,1594,42,76,7,10,6,3,0,0,53,90,6,11,16105,39135,1341,..,17444,39135
POA6019,4462,11684,2650,5000,1538,3253,4188,8253,603,883,232,341,314,566,159,291,0,6,1313,2086,0,0,0,0,0,0,0,0,0,0,16,22,9981,22047,1264,..,11247,22047
POA6020,6321,18011,870,1671,480,1014,1348,2689,190,226,106,133,110,173,0,0,9,24,413,556,0,0,0,0,0,0,0,0,0,0,0,5,8083,21256,608,..,8695,21256
POA6021,5583,14965,2318,4348,259,580,2576,4930,52,81,0,0,0,0,0,0,3,16,59,100,0,0,0,0,0,0,0,0,0,0,4,8,8218,20002,573,..,8787,20002
POA6022,1792,4614,173,370,6,16,181,385,0,0,0,0,0,0,0,0,5,9,5,9,0,0,0,0,0,0,0,0,0,0,0,0,1981,5003,109,..,2094,5003
POA6023,5087,14547,309,512,45,90,349,600,71,110,14,25,0,0,0,0,10,11,99,153,0,0,0,0,0,0,0,0,0,0,6,16,5543,15314,283,..,5827,15314
POA6024,4734,12258,360,686,41,70,404,752,21,29,0,0,0,0,0,0,5,6,26,36,0,0,0,0,0,0,0,0,0,0,0,5,5168,13053,269,..,5437,13053
POA6025,10524,28050,887,1562,178,325,1070,1889,84,123,11,20,3,0,0,0,19,35,117,187,0,0,6,7,0,0,0,0,6,7,5,6,11726,30148,717,..,12439,30148
POA6026,7188,20029,820,1360,84,127,907,1483,0,0,0,0,0,0,0,0,6,13,6,13,83,112,4,9,0,0,4,10,89,128,4,4,8195,21665,356,..,8553,21665
POA6027,13327,35650,769,1371,657,1401,1426,2771,51,84,335,539,469,780,0,0,29,60,878,1466,0,0,0,0,0,0,16,42,16,42,17,21,15667,39949,1077,..,16741,39949
POA6028,7425,21687,241,416,19,57,259,475,80,135,99,164,0,0,0,0,9,11,185,309,4,9,0,0,0,0,0,0,6,9,5,10,7877,22481,336,..,8209,22481
POA6029,867,2480,69,104,59,93,129,203,0,0,3,14,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,3,1001,2689,87,..,1085,2689
POA6030,12792,35191,1194,2028,202,356,1402,2380,8,13,110,180,3,7,0,0,14,42,141,245,0,0,0,0,0,0,0,7,5,8,10,15,14343,37837,1080,..,15426,37837
POA6031,5867,17425,171,354,23,43,197,399,0,0,0,0,0,0,0,0,9,20,9,20,0,0,0,0,0,0,0,10,0,10,3,7,6071,17860,280,..,6353,17860
POA6032,59,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,3,67,174,7,..,69,174
POA6033,124,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,131,408,20,..,150,408
POA6034,1225,3407,9,24,0,0,9,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,1237,3432,91,..,1326,3432
POA6035,3635,9866,77,130,17,27,97,154,0,0,0,0,0,0,0,0,0,11,7,8,0,0,0,0,0,0,0,0,0,0,4,3,3740,10036,428,..,4167,10036
POA6036,5821,16215,98,175,57,78,155,254,38,70,0,0,0,0,0,0,5,8,44,79,0,0,0,0,0,0,0,0,0,0,5,7,6024,16550,390,..,6415,16550
POA6037,1340,3406,4,3,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,3,7,0,3,1350,3419,204,..,1550,3419
POA6038,3438,9395,38,83,37,71,78,153,4,9,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,3,5,3521,9555,257,..,3782,9555
POA6041,552,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,555,1384,512,..,1063,1384
POA6042,34,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,3,6,6,5,42,75,56,..,97,75
POA6043,95,166,3,4,5,4,3,9,5,5,0,0,0,0,0,0,0,0,5,5,0,0,10,17,0,0,0,3,13,19,0,0,115,193,348,..,467,193
POA6044,468,955,28,42,4,8,28,46,16,23,0,0,0,0,0,0,0,0,16,22,4,7,0,0,8,9,0,0,9,16,0,4,523,1040,861,..,1386,1040
POA6050,3569,9732,583,961,589,1127,1171,2092,624,878,483,692,389,552,94,141,3,5,1597,2276,0,0,0,0,0,0,13,32,13,32,0,3,6358,14130,694,..,7047,14130
POA6051,1967,4800,515,942,1597,2918,2110,3864,1144,1790,470,709,377,538,269,437,0,0,2268,3470,0,0,0,0,0,0,3,8,3,8,6,15,6351,12147,1268,..,7616,12147
POA6052,3422,8888,432,810,208,430,635,1241,288,422,219,302,76,85,0,0,7,5,593,819,0,4,0,0,0,0,0,0,0,4,6,12,4660,10962,387,..,5045,10962
POA6053,4892,12096,824,1382,154,329,980,1713,128,196,86,156,15,17,0,0,9,10,231,381,0,0,0,0,0,0,0,0,0,0,0,7,6111,14192,637,..,6745,14192
POA6054,6587,16575,1170,2056,220,456,1394,2514,225,343,32,48,53,77,0,0,11,15,321,487,0,0,0,0,0,4,5,9,8,11,12,23,8317,19616,691,..,9005,19616
POA6055,10164,29173,304,603,70,128,375,731,21,41,31,47,0,0,0,0,9,17,61,99,38,57,105,142,0,5,15,23,151,230,26,63,10778,30301,624,..,11401,30301
POA6056,12837,32485,2076,3584,440,746,2514,4334,242,360,202,293,100,165,53,73,24,55,622,951,19,24,36,47,0,0,11,23,75,99,22,62,16072,37927,1606,..,17676,37927
POA6057,5991,15158,172,365,16,31,187,398,9,9,0,0,0,0,0,0,5,23,10,32,10,11,0,0,0,0,0,6,10,21,0,4,6204,15607,408,..,6615,15607
POA6058,4511,11463,431,697,22,45,462,737,0,0,0,0,0,0,0,0,9,16,9,16,10,25,97,134,3,13,0,0,111,169,5,0,5096,12397,329,..,5421,12397
POA6059,6847,18219,2127,3977,208,399,2334,4376,386,529,0,0,0,0,0,0,0,0,388,529,0,0,0,0,0,0,0,5,0,5,5,10,9579,23140,659,..,10243,23140
POA6060,4291,10436,4212,7673,1210,2613,5422,10289,1633,2717,146,227,39,53,0,0,0,0,1814,2997,0,0,0,0,0,0,0,0,0,0,11,18,11535,23737,1079,..,12614,23737
POA6061,9980,25976,5031,10752,669,1400,5697,12150,235,386,0,0,17,20,0,0,7,19,259,430,0,0,0,0,0,0,0,0,0,0,17,34,15948,38593,1454,..,17410,38593
POA6062,10918,28216,1766,3592,252,521,2016,4113,64,100,0,0,0,0,0,0,4,7,65,107,0,0,0,0,0,0,3,3,3,3,15,26,13028,32463,967,..,13992,32463
POA6063,4585,13689,281,513,18,25,304,542,33,37,25,35,0,0,0,0,8,16,69,90,0,0,0,0,0,0,0,0,0,0,0,4,4956,14325,283,..,5239,14325
POA6064,9250,26573,1244,2369,223,454,1473,2830,27,32,0,0,0,0,0,0,15,33,36,65,0,0,0,0,0,0,0,0,0,0,3,23,10758,29481,644,..,11402,29481
POA6065,21140,62137,1409,2670,112,255,1521,2928,0,4,37,51,0,0,0,0,17,20,51,75,115,139,17,17,33,51,9,30,166,231,9,17,22888,65383,1093,..,23984,65383
POA6066,5830,17072,272,435,68,124,336,558,0,0,0,0,0,0,0,0,10,25,10,25,0,0,0,0,0,0,0,0,0,0,3,4,6177,17657,290,..,6472,17657
POA6067,8,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,26,0,..,8,26
POA6068,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,4,0,..,4,4
POA6069,13935,40945,917,1872,223,454,1138,2326,44,77,94,174,0,0,0,0,15,16,154,262,0,0,0,0,0,0,0,0,0,4,10,15,15238,43556,932,..,16174,43556
POA6070,1280,3458,13,25,0,0,13,25,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,6,12,6,12,0,9,1305,3504,91,..,1395,3504
POA6071,1222,3188,12,18,0,0,12,18,0,0,0,0,0,0,0,0,3,4,3,4,0,0,0,0,0,0,0,0,0,0,4,4,1236,3214,85,..,1325,3214
POA6072,293,772,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,779,17,..,317,779
POA6073,1098,2827,82,102,0,0,82,102,0,0,0,0,0,0,0,0,0,0,0,0,9,20,0,0,0,0,0,0,9,20,4,3,1191,2953,93,..,1283,2953
POA6074,355,917,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,354,922,21,..,377,922
POA6076,7515,20014,368,520,41,67,406,588,42,65,0,0,0,0,0,0,23,39,61,103,0,0,0,0,4,21,36,88,42,106,11,22,8039,20845,560,..,8598,20845
POA6077,463,1335,100,142,26,38,125,181,0,0,0,0,0,0,0,0,4,29,4,29,0,0,0,0,0,0,0,0,0,0,0,0,592,1548,40,..,634,1548
POA6078,277,853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,3,10,0,0,0,0,0,4,0,0,0,4,0,0,279,869,18,..,300,869
POA6079,16,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,34,4,..,12,34
POA6081,1676,4604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1677,4610,75,..,1761,4610
POA6082,1165,3123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,4,9,0,3,0,0,0,3,0,0,3,5,0,5,1170,3145,68,..,1238,3145
POA6083,1167,3160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,7,10,0,0,0,3,7,19,0,0,11,21,0,17,1188,3203,155,..,1344,3203
POA6084,2906,8055,7,19,0,0,12,27,0,0,0,0,0,0,0,0,0,3,0,3,6,4,0,0,3,0,3,4,10,5,9,7,2925,8101,328,..,3254,8101
POA6090,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,..,4,6
POA6100,2976,7224,771,1594,1130,2337,1903,3929,178,288,324,522,922,1474,612,1114,0,0,2030,3400,0,0,0,0,0,0,7,8,7,8,4,9,6920,14568,970,..,7893,14568
POA6101,4669,11372,1366,2668,156,340,1525,3003,479,971,299,500,46,67,0,0,0,0,825,1532,0,0,0,0,0,0,0,6,0,6,11,20,7034,15941,601,..,7628,15941
POA6102,2568,6583,1678,3781,400,968,2076,4752,335,458,92,145,107,133,0,0,0,0,536,733,0,0,0,0,0,0,0,0,0,0,10,16,5195,12081,657,..,5850,12081
POA6103,2075,5076,589,1056,444,983,1034,2046,249,413,489,784,324,490,696,1186,4,4,1760,2880,0,0,0,0,0,0,0,0,0,0,10,18,4873,10020,886,..,5761,10020
POA6104,4434,10858,605,1061,461,897,1064,1962,180,299,19,35,83,134,67,122,7,14,362,597,4,5,3,3,0,0,4,5,8,14,8,17,5881,13453,713,..,6591,13453
POA6105,4559,11636,819,1810,532,1076,1348,2889,173,275,77,124,67,132,0,0,12,17,328,550,6,7,0,0,0,0,3,10,11,17,10,21,6262,15105,733,..,6990,15105
POA6106,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,15,0,..,10,15
POA6107,13539,38298,1996,4752,418,885,2411,5636,324,646,191,333,122,247,102,158,22,34,763,1416,19,42,0,0,0,0,27,71,43,109,45,89,16801,45557,1474,..,18275,45557
POA6108,7654,21220,596,1119,42,72,642,1186,20,46,71,131,0,0,0,0,10,23,104,204,0,0,0,0,0,0,0,0,0,0,6,7,8401,22620,508,..,8913,22620
POA6109,3781,10810,411,720,64,117,476,839,137,291,31,33,0,0,0,0,11,23,181,342,105,138,0,0,3,5,31,77,144,224,3,8,4583,12231,383,..,4966,12231
